periodyear,naicstitle,edr,wage.type,wages,planning.region,emp,wages.emp,pct.ind.emp,label
2001,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,9973582,Northwest,368,27102.125,0.09404548939432661,EDR 4
2018,"Total, All Industries",EDR 5 - North Central,totwageYear,2426037420,Northwest,62966,38529.32407966204,0.022274948412725086,EDR 5
2018,Crop Production,EDR 5 - North Central,totwageYear,4229920,Northwest,133,31803.90977443609,0.01800947867298578,EDR 5
2018,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,15703312,Northwest,493,31852.559837728193,0.045643921859087125,EDR 5
2018,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,1472395,Northwest,39,37753.717948717946,0.03971486761710794,EDR 5
2018,Food Manufacturing,EDR 5 - North Central,totwageYear,82887008,Northwest,1698,48814.49234393404,0.03581900643392047,EDR 5
2018,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1378176,Northwest,49,28126.04081632653,0.007306889352818371,EDR 5
2018,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,3091203,Northwest,72,42933.375,0.013764098642706939,EDR 5
2017,"Total, All Industries",EDR 5 - North Central,totwageYear,2324703507,Northwest,62668,37095.54329163209,0.022386401550630177,EDR 5
2017,Crop Production,EDR 5 - North Central,totwageYear,4257247,Northwest,142,29980.61267605634,0.019181412940699718,EDR 5
2017,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,15868670,Northwest,515,30812.95145631068,0.046547360809833696,EDR 5
2017,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,1353845,Northwest,37,36590.40540540541,0.03645320197044335,EDR 5
2017,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,133438,Northwest,12,11119.833333333334,0.02072538860103627,EDR 5
2017,Food Manufacturing,EDR 5 - North Central,totwageYear,76473549,Northwest,1637,46715.6682956628,0.034505290670713715,EDR 5
2017,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1327790,Northwest,48,27662.291666666668,0.006612481057996969,EDR 5
2017,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,3089141,Northwest,72,42904.73611111111,0.014913007456503728,EDR 5
2016,"Total, All Industries",EDR 5 - North Central,totwageYear,2231922205,Northwest,61837,36093.63657680676,0.02243685337617732,EDR 5
2016,Crop Production,EDR 5 - North Central,totwageYear,3831004,Northwest,150,25540.02666666667,0.021135691137100183,EDR 5
2016,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,16807434,Northwest,542,31010.025830258302,0.05083950848888472,EDR 5
2016,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,1202507,Northwest,30,40083.566666666666,0.02912621359223301,EDR 5
2016,Food Manufacturing,EDR 5 - North Central,totwageYear,69743236,Northwest,1554,44879.81724581725,0.03355574269611971,EDR 5
2016,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1321789,Northwest,53,24939.415094339623,0.00702265800980522,EDR 5
2016,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,3076136,Northwest,73,42138.849315068495,0.015551768214742225,EDR 5
2015,"Total, All Industries",EDR 5 - North Central,totwageYear,2127678246,Northwest,61103,34821.17483593277,0.022484102753560206,EDR 5
2015,Crop Production,EDR 5 - North Central,totwageYear,3018383,Northwest,130,23218.330769230768,0.019014187509141436,EDR 5
2015,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,14437918,Northwest,490,29465.138775510204,0.04533678756476684,EDR 5
2015,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,944608,Northwest,27,34985.48148148148,0.027979274611398965,EDR 5
2015,Food Manufacturing,EDR 5 - North Central,totwageYear,65309801,Northwest,1544,42299.0939119171,0.03363761138101566,EDR 5
2015,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1396023,Northwest,56,24928.98214285714,0.00724543925475482,EDR 5
2015,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,2991143,Northwest,75,39881.90666666667,0.018011527377521614,EDR 5
2014,"Total, All Industries",EDR 5 - North Central,totwageYear,2016029354,Northwest,60543,33299.1320879375,0.022633184870387138,EDR 5
2014,Crop Production,EDR 5 - North Central,totwageYear,3105782,Northwest,130,23890.63076923077,0.019880715705765408,EDR 5
2014,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,13636087,Northwest,472,28890.014830508473,0.04507257448433919,EDR 5
2014,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,963425,Northwest,30,32114.166666666668,0.031545741324921134,EDR 5
2014,Food Manufacturing,EDR 5 - North Central,totwageYear,60811052,Northwest,1510,40272.21986754967,0.0331140350877193,EDR 5
2014,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1319411,Northwest,57,23147.56140350877,0.0073519927769895525,EDR 5
2014,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,10682073,Northwest,262,40771.270992366415,0.061257891045125086,EDR 5
2013,"Total, All Industries",EDR 5 - North Central,totwageYear,1933185184,Northwest,59991,32224.58675467987,0.022698688727048184,EDR 5
2013,Crop Production,EDR 5 - North Central,totwageYear,2860165,Northwest,134,21344.514925373136,0.01977276080861738,EDR 5
2013,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,12548814,Northwest,469,26756.53304904051,0.04583659108678655,EDR 5
2013,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,826469,Northwest,28,29516.75,0.02975557917109458,EDR 5
2013,Food Manufacturing,EDR 5 - North Central,totwageYear,58940033,Northwest,1476,39932.2716802168,0.03252319150342639,EDR 5
2013,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1371211,Northwest,61,22478.868852459018,0.007778627901045652,EDR 5
2013,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,9174043,Northwest,235,39038.48085106383,0.053591790193842644,EDR 5
2012,"Total, All Industries",EDR 5 - North Central,totwageYear,1866747481,Northwest,59055,31610.320565574464,0.022708884824750704,EDR 5
2012,Crop Production,EDR 5 - North Central,totwageYear,3302188,Northwest,159,20768.477987421382,0.02390617952187641,EDR 5
2012,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,11449929,Northwest,438,26141.390410958906,0.043997990959316925,EDR 5
2012,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,547923,Northwest,16,34245.1875,0.0149812734082397,EDR 5
2012,Food Manufacturing,EDR 5 - North Central,totwageYear,55689950,Northwest,1455,38274.87972508591,0.0328064756149805,EDR 5
2012,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,700198,Northwest,47,14897.829787234043,0.006163126147390507,EDR 5
2012,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,9309542,Northwest,228,40831.32456140351,0.05603342344556402,EDR 5
2011,"Total, All Industries",EDR 5 - North Central,totwageYear,1842548748,Northwest,59795,30814.428430470776,0.023344555012842532,EDR 5
2011,Crop Production,EDR 5 - North Central,totwageYear,2791225,Northwest,140,19937.321428571428,0.02173238124805961,EDR 5
2011,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,9829173,Northwest,392,25074.42091836735,0.04169769173492182,EDR 5
2011,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,578350,Northwest,15,38556.666666666664,0.01597444089456869,EDR 5
2011,Food Manufacturing,EDR 5 - North Central,totwageYear,51828436,Northwest,1445,35867.42975778547,0.032963022104614825,EDR 5
2011,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,647487,Northwest,46,14075.804347826086,0.0059849076242518865,EDR 5
2011,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,8892682,Northwest,221,40238.38009049774,0.0513118179707453,EDR 5
2010,"Total, All Industries",EDR 5 - North Central,totwageYear,1801506581,Northwest,59650,30201.28383906119,0.02363802008102313,EDR 5
2010,Crop Production,EDR 5 - North Central,totwageYear,2806049,Northwest,150,18706.993333333332,0.023570081709616594,EDR 5
2010,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,8882182,Northwest,370,24005.8972972973,0.04156836310526907,EDR 5
2010,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,265702,Northwest,28,9489.357142857143,0.0782122905027933,EDR 5
2010,Food Manufacturing,EDR 5 - North Central,totwageYear,50703097,Northwest,1400,36216.49785714286,0.03229229136873184,EDR 5
2010,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,704978,Northwest,50,14099.56,0.00698909700866648,EDR 5
2010,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,7896589,Northwest,198,39881.76262626263,0.047391096218286265,EDR 5
2009,"Total, All Industries",EDR 5 - North Central,totwageYear,1769954257,Northwest,59676,29659.398367853075,0.023561601648790946,EDR 5
2009,Crop Production,EDR 5 - North Central,totwageYear,2925193,Northwest,160,18282.45625,0.025735885475309635,EDR 5
2009,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,8526770,Northwest,361,23619.861495844874,0.04125714285714286,EDR 5
2009,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,269298,Northwest,29,9286.137931034482,0.06290672451193059,EDR 5
2009,Food Manufacturing,EDR 5 - North Central,totwageYear,46204246,Northwest,1292,35761.80030959752,0.030143953710832692,EDR 5
2009,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,608478,Northwest,45,13521.733333333334,0.006561679790026247,EDR 5
2009,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,7561913,Northwest,196,38581.18877551021,0.041791044776119404,EDR 5
2008,"Total, All Industries",EDR 5 - North Central,totwageYear,1826577262,Northwest,61803,29554.83167483779,0.02341179692729399,EDR 5
2008,Crop Production,EDR 5 - North Central,totwageYear,2445989,Northwest,134,18253.649253731342,0.021619877379799937,EDR 5
2008,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,8262917,Northwest,356,23210.441011235955,0.0412657934392025,EDR 5
2008,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,324092,Northwest,8,40511.5,0.010666666666666666,EDR 5
2008,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,134201,Northwest,6,22366.833333333332,0.012269938650306749,EDR 5
2008,Food Manufacturing,EDR 5 - North Central,totwageYear,45899223,Northwest,1318,34824.90364188164,0.03085928354015453,EDR 5
2008,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,668179,Northwest,51,13101.549019607843,0.007832898172323759,EDR 5
2008,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,6668423,Northwest,192,34731.369791666664,0.041237113402061855,EDR 5
2007,"Total, All Industries",EDR 5 - North Central,totwageYear,1802862433,Northwest,62117,29023.6558913019,0.02343376284731706,EDR 5
2007,Crop Production,EDR 5 - North Central,totwageYear,2421312,Northwest,150,16142.08,0.02427577277876679,EDR 5
2007,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,7930046,Northwest,360,22027.905555555557,0.04300561462190897,EDR 5
2007,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,346343,Northwest,9,38482.555555555555,0.013100436681222707,EDR 5
2007,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,206880,Northwest,8,25860,0.016293279022403257,EDR 5
2007,Food Manufacturing,EDR 5 - North Central,totwageYear,41757218,Northwest,1329,31420.028592927014,0.031150384399024938,EDR 5
2007,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,664237,Northwest,50,13284.74,0.007893905904641616,EDR 5
2007,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,5329779,Northwest,169,31537.153846153848,0.03800314818979087,EDR 5
2006,"Total, All Industries",EDR 5 - North Central,totwageYear,1741259758,Northwest,62191,27998.581113022785,0.023559133459075992,EDR 5
2006,Crop Production,EDR 5 - North Central,totwageYear,2634451,Northwest,152,17331.91447368421,0.024739583333333332,EDR 5
2006,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,6763211,Northwest,322,21003.760869565216,0.040234911908034486,EDR 5
2006,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,325535,Northwest,9,36170.555555555555,0.013782542113323124,EDR 5
2006,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,194616,Northwest,9,21624,0.018218623481781375,EDR 5
2006,Food Manufacturing,EDR 5 - North Central,totwageYear,38077274,Northwest,1297,29357.9599074788,0.030511185866522385,EDR 5
2006,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,635759,Northwest,52,12226.134615384615,0.008354755784061696,EDR 5
2006,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4862769,Northwest,165,29471.327272727274,0.039701636188642926,EDR 5
2005,"Total, All Industries",EDR 5 - North Central,totwageYear,1663888861,Northwest,61686,26973.52496514606,0.023697476279858104,EDR 5
2005,Crop Production,EDR 5 - North Central,totwageYear,2719435,Northwest,163,16683.650306748466,0.027820447175285885,EDR 5
2005,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,5459180,Northwest,288,18955.48611111111,0.03731053245239021,EDR 5
2005,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,97447,Northwest,4,24361.75,0.006980802792321117,EDR 5
2005,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,115684,Northwest,6,19280.666666666668,0.01160541586073501,EDR 5
2005,Food Manufacturing,EDR 5 - North Central,totwageYear,36375981,Northwest,1327,27412.193669932178,0.030677825041612723,EDR 5
2005,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,703419,Northwest,53,13272.056603773584,0.008780649436713054,EDR 5
2005,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4579422,Northwest,155,29544.65806451613,0.03551787351054079,EDR 5
2004,"Total, All Industries",EDR 5 - North Central,totwageYear,1667602397,Northwest,61274,27215.49755197963,0.023832508889447247,EDR 5
2004,Crop Production,EDR 5 - North Central,totwageYear,2929701,Northwest,189,15501.063492063493,0.0311521344981045,EDR 5
2004,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,4635306,Northwest,251,18467.354581673306,0.033646112600536196,EDR 5
2004,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,79251,Northwest,3,26417,0.004291845493562232,EDR 5
2004,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,54104,Northwest,3,18034.666666666668,0.005859375,EDR 5
2004,Food Manufacturing,EDR 5 - North Central,totwageYear,37341776,Northwest,1325,28182.47245283019,0.030156815440289506,EDR 5
2004,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,853155,Northwest,65,13125.461538461539,0.01157613535173642,EDR 5
2004,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4930086,Northwest,175,28171.92,0.034916201117318434,EDR 5
2003,"Total, All Industries",EDR 5 - North Central,totwageYear,1581147371,Northwest,60049,26330.952572066148,0.023575151808053845,EDR 5
2003,Crop Production,EDR 5 - North Central,totwageYear,2563025,Northwest,150,17086.833333333332,0.026246719160104987,EDR 5
2003,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,4298204,Northwest,242,17761.173553719007,0.03315976979994519,EDR 5
2003,Food Manufacturing,EDR 5 - North Central,totwageYear,39170430,Northwest,1327,29518.033157498117,0.029165476164311303,EDR 5
2003,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,785556,Northwest,65,12085.476923076923,0.01173073452445407,EDR 5
2003,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4455929,Northwest,163,27336.987730061348,0.03904191616766467,EDR 5
2002,"Total, All Industries",EDR 5 - North Central,totwageYear,1535553478,Northwest,59476,25818.03547649472,0.023314604869661887,EDR 5
2002,Crop Production,EDR 5 - North Central,totwageYear,2594686,Northwest,138,18802.072463768116,0.024607703281027102,EDR 5
2002,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,3947144,Northwest,228,17312.035087719298,0.03185247275775356,EDR 5
2002,Food Manufacturing,EDR 5 - North Central,totwageYear,37978491,Northwest,1319,28793.397270659592,0.028012572739243086,EDR 5
2002,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,732192,Northwest,63,11622.095238095239,0.012064343163538873,EDR 5
2002,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4267186,Northwest,160,26669.9125,0.0386753686246072,EDR 5
2001,"Total, All Industries",EDR 5 - North Central,totwageYear,1461413566,Northwest,58570,24951.571896875532,0.022709278583952212,EDR 5
2001,Crop Production,EDR 5 - North Central,totwageYear,2495184,Northwest,134,18620.776119402984,0.024609733700642792,EDR 5
2001,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,4293306,Northwest,250,17173.224,0.03537068477645727,EDR 5
2001,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,119780,Northwest,5,23956,0.0078003120124804995,EDR 5
2001,Food Manufacturing,EDR 5 - North Central,totwageYear,31737355,Northwest,1216,26099.798519736843,0.025465968586387434,EDR 5
2001,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,863091,Northwest,73,11823.164383561643,0.014296905601253428,EDR 5
2001,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4254755,Northwest,178,23903.11797752809,0.04548939432660363,EDR 5
2018,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2266198213,Central,53974,41986.84946455701,0.019093924747140105,EDR 6E
2018,Crop Production,EDR 6E- Southwest Central,totwageYear,16180470,Central,431,37541.69373549884,0.058361543669600544,EDR 6E
2018,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,50367483,Central,1280,39349.59609375,0.11850754559762985,EDR 6E
2018,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,4368226,Central,117,37335.26495726496,0.11914460285132383,EDR 6E
2018,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,1272129,Central,24,53005.375,0.03680981595092025,EDR 6E
2018,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,200699634,Central,3892,51567.22353545735,0.08210104419365045,EDR 6E
2018,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12602539,Central,191,65981.87958115184,0.028481956456904264,EDR 6E
2018,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,40355523,Central,547,73776.09323583181,0.10456891607723189,EDR 6E
2017,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2192864883,Central,53960,40638.7116938473,0.019275710532839795,EDR 6E
2017,Crop Production,EDR 6E- Southwest Central,totwageYear,16882822,Central,450,37517.38222222222,0.06078616776982305,EDR 6E
2017,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,49087845,Central,1292,37993.688080495354,0.11677512653651483,EDR 6E
2017,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,3727178,Central,111,33578.18018018018,0.10935960591133005,EDR 6E
2017,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,863461,Central,21,41117.19047619047,0.03626943005181347,EDR 6E
2017,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,189382077,Central,3895,48621.842618741975,0.08210024872475866,EDR 6E
2017,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12991422,Central,210,61863.91428571429,0.02892960462873674,EDR 6E
2017,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,11016862,Central,110,100153.29090909091,0.022783761391880698,EDR 6E
2016,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2078262459,Central,52640,39480.66981382979,0.019099826345423843,EDR 6E
2016,Crop Production,EDR 6E- Southwest Central,totwageYear,16332176,Central,438,37288.07305936073,0.06171621812033253,EDR 6E
2016,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,47342363,Central,1279,37015.13917122752,0.1199699840540287,EDR 6E
2016,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,4136738,Central,131,31578.152671755724,0.12718446601941746,EDR 6E
2016,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,168794332,Central,3384,49880.12174940899,0.07307119258923366,EDR 6E
2016,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12152618,Central,225,54011.63555555556,0.02981317079634292,EDR 6E
2016,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,8088403,Central,114,70950.90350877192,0.024286322965487855,EDR 6E
2015,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2042117720,Central,53263,38340.26847905676,0.019599213867778624,EDR 6E
2015,Crop Production,EDR 6E- Southwest Central,totwageYear,16632335,Central,443,37544.77426636569,0.06479450051192043,EDR 6E
2015,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51455195,Central,1502,34257.78628495339,0.13897113249444856,EDR 6E
2015,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,2132292,Central,55,38768.94545454546,0.05699481865284974,EDR 6E
2015,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,157637143,Central,3378,46665.820899940794,0.07359316790483868,EDR 6E
2015,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12004374,Central,225,53352.77333333333,0.029111139862854185,EDR 6E
2015,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,8072128,Central,116,69587.31034482758,0.027857829010566763,EDR 6E
2014,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1941843364,Central,52331,37106.941659819226,0.019563239308462238,EDR 6E
2014,Crop Production,EDR 6E- Southwest Central,totwageYear,15946038,Central,438,36406.479452054795,0.06698271907019422,EDR 6E
2014,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51765273,Central,1561,33161.609865470855,0.14906417112299467,EDR 6E
2014,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,2049607,Central,50,40992.14,0.052576235541535225,EDR 6E
2014,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,153822406,Central,3388,45402.12691853601,0.07429824561403509,EDR 6E
2014,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12621381,Central,254,49690.47637795276,0.03276151167290081,EDR 6E
2013,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1853730319,Central,51823,35770.41697701793,0.019608176991579036,EDR 6E
2013,Crop Production,EDR 6E- Southwest Central,totwageYear,15854276,Central,457,34692.07002188184,0.06743396783237421,EDR 6E
2013,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51687811,Central,1593,32446.83678593848,0.15568803752931978,EDR 6E
2013,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,129814,Central,2,64907,0.008298755186721992,EDR 6E
2013,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,145862061,Central,3406,42825.03258954786,0.07505012890289316,EDR 6E
2013,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12910169,Central,255,50628.1137254902,0.032517214996174444,EDR 6E
2012,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1802182423,Central,51103,35265.687396043286,0.019651039559719502,EDR 6E
2012,Crop Production,EDR 6E- Southwest Central,totwageYear,15055301,Central,479,31430.69102296451,0.07201924522628177,EDR 6E
2012,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51101025,Central,1589,32159.235368156074,0.15961828227021596,EDR 6E
2012,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,371046,Central,9,41227.333333333336,0.008426966292134831,EDR 6E
2012,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,137807701,Central,3202,43038.00780762024,0.07219679375887804,EDR 6E
2012,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,19892597,Central,479,41529.43006263048,0.46369796708615685,EDR 6E
2012,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12018229,Central,241,49868.17012448133,0.03160241279832153,EDR 6E
2011,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1751088559,Central,51082,34279.95299714185,0.019942914276545234,EDR 6E
2011,Crop Production,EDR 6E- Southwest Central,totwageYear,12543240,Central,444,28250.54054054054,0.06892269481527476,EDR 6E
2011,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,48067709,Central,1479,32500.141311697094,0.15732368896925858,EDR 6E
2011,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,138476460,Central,3190,43409.54858934169,0.07276957821018774,EDR 6E
2011,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,16142025,Central,386,41818.71761658031,0.2678695350451076,EDR 6E
2011,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10124037,Central,224,45196.59375,0.029143897996357013,EDR 6E
2011,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,5204449,Central,88,59141.46590909091,0.020431855119572788,EDR 6E
2010,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1694962298,Central,50511,33556.300568193066,0.02001642971186185,EDR 6E
2010,Crop Production,EDR 6E- Southwest Central,totwageYear,11797641,Central,442,26691.495475113123,0.06945317410433689,EDR 6E
2010,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,43546407,Central,1393,31260.880832735103,0.15649926974497247,EDR 6E
2010,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,133810501,Central,3188,41973.180991217065,0.07353416063108363,EDR 6E
2010,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,13558252,Central,336,40351.94047619047,0.13166144200626959,EDR 6E
2010,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10603005,Central,243,43633.765432098764,0.03396701146211909,EDR 6E
2010,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,6165836,Central,80,77072.95,0.019147917663954045,EDR 6E
2009,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1700580408,Central,50970,33364.33996468511,0.02012425155906687,EDR 6E
2009,Crop Production,EDR 6E- Southwest Central,totwageYear,10838641,Central,415,26117.207228915664,0.06675245295158437,EDR 6E
2009,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,44309066,Central,1323,33491.35752078609,0.1512,EDR 6E
2009,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,128838905,Central,3188,40413.70922208281,0.07437997246914445,EDR 6E
2009,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,10637162,Central,272,39107.21323529412,0.096113074204947,EDR 6E
2009,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10238307,Central,240,42659.6125,0.03499562554680665,EDR 6E
2009,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,21761466,Central,470,46300.9914893617,0.10021321961620469,EDR 6E
2008,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1781556748,Central,53875,33068.3387099768,0.0204085652712322,EDR 6E
2008,Crop Production,EDR 6E- Southwest Central,totwageYear,9971375,Central,409,24379.889975550122,0.06598902871894159,EDR 6E
2008,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,41143754,Central,1345,30590.151672862452,0.15590587689811058,EDR 6E
2008,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,129132994,Central,3480,37107.182183908044,0.08147974713181924,EDR 6E
2008,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10306729,Central,262,39338.66030534351,0.040239594532329906,EDR 6E
2008,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,6099327,Central,96,63534.65625,0.020618556701030927,EDR 6E
