YEAR,FOUR-DIGIT INDUSTRY,GROSS SALES,TAXABLE SALES,SALES TAX,USE TAX,TOTAL TAX, NUMBER 
2015,4830 WATER TRANSPORTATION,"$14,481,224","$5,294,220","$382,597","$3,118","$385,715", 17 
2015,4840 TRUCK TRANSPORTATION,"$200,918,968","$8,790,867","$604,379","$929,594","$1,533,973", 267 
2015,4841 GENERAL FREIGHT TRUCKING,"$1,292,960,895","$55,288,136","$3,803,745","$3,615,392","$7,419,137", 882 
2015,4842 SPECIALIZED FREIGHT TRUCKING,"$1,007,607,593","$42,443,804","$2,918,017","$1,023,382","$3,941,399", 358 
2015,4850 TRANSIT & GROUND PASSENGER TRANSPORTATION,"$45,484,124","$3,215,013","$221,036","$9,235","$230,271", 31 
2015,4851 URBAN TRANSIT SYSTEMS,"$8,424,529","$1,185,675","$81,516","$2,422","$83,938", 8 
2015,4852 INTERURBAN & RURAL BUS TRANSPORTATION,"$27,832,825","$807,987","$55,549","$42,828","$98,377", 4 
2015,4853 TAXI & LIMOUSINE SERVICE,"$14,240,503","$929,965","$70,283","$5,777","$76,060", 35 
2015,4854 SCHOOL & EMPLOYEE BUS TRANSPORTATION,"$171,701,051","$7,434,346","$511,109","$119,682","$630,791", 60 
2015,4855 CHARTER BUS INDUSTRY,"$26,562,629","$29,752","$2,046","$68,405","$70,451", 13 
2015,4859 OTHER TRANSIT & GROUND PASSENGER TRANSPORTATION,"$66,365,327","$1,148,930","$82,658","$34,600","$117,258", 24 
2015,4860 PIPELINE TRANSPORTATION,"$77,599,952","$26,164","$1,799","$6,006,742","$6,008,541", 6 
2015,4861 PIPELINE TRANSPORTATION OF CRUDE OIL,$0,$0,$0,"$9,075,531","$9,075,531", 13 
2015,4869 OTHER PIPELINE TRANSPORTATION,"$86,690",$0,$0,"$105,621","$105,621", 10 
2015,"4872 SCENIC & SIGHTSEEING TRANSPORTATION, WATER","$4,956,097","$2,011,756","$153,171","$1,083","$154,254", 13 
2015,"4879 SCENIC & SIGHTSEEING TRANSPORTATION, OTHER","$1,221,015","$11,715",$805,"$2,131","$2,936", 5 
2015,4881 SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"$116,171,835","$2,745,231","$188,741","$29,410","$218,151", 64 
2015,4882 SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,"$36,670,803","$192,372","$13,225","$301,812","$315,037", 8 
2015,4883 SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,"$22,284,671","$4,679,263","$321,696","$6,790","$328,486", 14 
2015,4884 SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,"$220,893,680","$106,917,211","$7,353,338","$608,764","$7,962,102", 408 
2015,4885 FREIGHT TRANSPORTATION ARRANGEMENT,"$199,298,036","$11,041,195","$759,075","$24,038","$783,113", 34 
2015,4889 OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,"$93,425,254","$5,198,164","$357,373","$155,817","$513,190", 42 
2015,4921 COURIERS,"$23,645,617","$805,617","$55,726","$59,968","$115,694", 34 
2015,4922 LOCAL MESSENGERS & LOCAL DELIVERY,"$28,926,673","$13,253,632","$915,720","$58,762","$974,482", 61 
2015,4931 WAREHOUSING & STORAGE,"$151,173,162","$7,876,481","$560,943","$350,338","$911,281", 95 
2015,"5111 NEWSPAPER, PERIODICAL, BOOK, & DIRECTORY PUBLISHERS","$784,524,442","$45,861,491","$3,152,979","$286,339","$3,439,318", 587 
2015,5112 SOFTWARE PUBLISHERS,"$1,407,554,001","$436,222,240","$29,990,273","$372,530","$30,362,803", 339 
2015,5121 MOTION PICTURE & VIDEO INDUSTRIES,"$350,456,594","$202,075,004","$13,949,503","$470,552","$14,420,055", 447 
2015,5122 SOUND RECORDING INDUSTRIES,"$11,080,151","$2,069,499","$142,279","$3,312","$145,591", 72 
2015,5151 RADIO & TELEVISION BROADCASTING,"$222,304,847","$73,843,068","$5,076,708","$310,399","$5,387,107", 107 
2015,5152 CABLE & OTHER SUBSCRIPTION PROGRAMMING,"$1,546,792,694","$1,357,921,565","$93,357,108","$1,467,567","$94,824,675", 44 
2015,5170 TELECOMMUNICATIONS,"$813,593,171","$610,388,493","$41,964,209","$5,413,686","$47,377,895", 380 
2015,5171 WIRED TELECOMMUNICATIONS CARRIERS,"$1,048,634,854","$972,030,933","$66,827,132","$1,461,512","$68,288,644", 108 
2015,5172 WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),"$1,036,626,551","$1,017,676,302","$69,965,246","$394,818","$70,360,064", 284 
2015,5174 SATELLITE TELECOMMUNICATIONS,"$338,089,229","$219,776,130","$15,109,606","$754,300","$15,863,906", 15 
2015,5179 OTHER TELECOMMUNICATIONS,"$1,007,947,794","$840,344,179","$57,773,687","$375,232","$58,148,919", 242 
2015,"5182 DATA PROCESSING, HOSTING, & RELATED SERVICES","$2,092,422,000","$392,817,961","$27,006,252","$441,546","$27,447,798", 628 
2015,5190 OTHER INFORMATION SERVICES,"$197,187,194","$94,137,057","$6,471,930","$294,027","$6,765,957", 111 
2015,5191 OTHER INFORMATION SERVICES,"$2,710,804,370","$456,535,364","$31,410,909","$16,992,938","$48,403,847"," 1,162 "
2015,5211 MONETARY AUTHORITIES - CENTRAL BANK,"$169,492","$169,421","$11,649",$315,"$11,964", 8 
2015,5221 DEPOSITORY CREDIT INTERMEDIATION,"$418,291,106","$107,310,350","$7,377,578","$3,794,527","$11,172,105", 484 
2015,5222 NONDEPOSITORY CREDIT INTERMEDIATION,"$444,796,218","$91,988,863","$6,324,225","$305,301","$6,629,526", 238 
2015,5223 ACTIVITIES RELATED TO CREDIT INTERMEDIATION,"$78,611,031","$9,357,692","$643,332","$48,712","$692,044", 99 
2015,5231 SECURITIES & COMMODITY CONTRACTS INTERMEDIATION & BROKERAGE,"$149,625,491","$9,057,746","$622,721","$889,423","$1,512,144", 122 
2015,5232 SECURITIES & COMMODITY EXCHANGES,"$1,953,917","$8,399",$578,$3,$581, 4 
2015,5239 OTHER FINANCIAL INVESTMENT ACTIVITIES,"$396,966,734","$12,161,851","$918,820","$429,290","$1,348,110", 226 
2015,5241 INSURANCE CARRIERS,"$1,765,699,253","$4,097,550","$281,709","$8,629,455","$8,911,164", 125 
2015,"5242 AGENCIES, BROKERAGES, & OTHER INSURANCE RELATED ACTIVITIES","$642,323,753","$5,960,835","$409,796","$888,873","$1,298,669", 492 
2015,5259 OTHER INVESTMENT POOLS & FUNDS,"$83,493,807","$26,163,696","$1,924,560","$104,989","$2,029,549", 48 
2015,5310 REAL ESTATE,"$284,225,601","$75,518,612","$5,213,626","$1,501,005","$6,714,631", 524 
2015,5311 LESSORS OF REAL ESTATE,"$364,890,793","$69,183,080","$4,830,277","$223,305","$5,053,582"," 1,082 "
2015,5312 OFFICES OF REAL ESTATE AGENTS & BROKERS,"$200,050,053","$9,465,788","$657,883","$64,138","$722,021", 263 
2015,5313 ACTIVITIES RELATED TO REAL ESTATE,"$220,813,785","$55,750,523","$3,907,308","$221,225","$4,128,533", 505 
2015,5321 AUTOMOTIVE EQUIPMENT RENTAL & LEASING,"$674,702,739","$534,593,174","$60,019,006","$256,494","$60,275,500", 492 
2015,5322 CONSUMER GOODS RENTAL,"$932,860,417","$493,428,777","$33,927,798","$436,791","$34,364,589", 768 
2015,5323 GENERAL RENTAL CENTERS,"$77,192,322","$37,923,543","$2,610,768","$58,511","$2,669,279", 89 
2015,5324 COMMERCIAL & INDUSTRIAL MACHINERY & EQUIPMENT RENTAL & LEASING,"$920,295,319","$509,832,380","$35,060,967","$578,511","$35,639,478", 669 
2015,5331 LESSORS OF NONFINANCIAL INTANGIBLE ASSETS (EXCEPT COPYRIGHTED WORKS),"$27,337,950","$4,815,109","$331,033","$462,652","$793,685", 27 
2015,5411 LEGAL SERVICES,"$1,122,136,897","$10,139,483","$697,094","$990,862","$1,687,956", 764 
2015,"5412 ACCOUNTING, TAX PREPARATION, BOOKKEEPING, & PAYROLL SERVICES","$1,182,875,260","$15,730,418","$1,081,469","$529,010","$1,610,479", 875 
2015,"5413 ARCHITECTURAL, ENGINEERING, & RELATED SERVICES","$1,416,493,199","$70,664,663","$4,858,188","$1,433,530","$6,291,718", 920 
2015,5414 SPECIALIZED DESIGN SERVICES,"$460,845,194","$104,118,062","$7,162,693","$376,692","$7,539,385"," 1,574 "
2015,5415 COMPUTER SYSTEMS DESIGN & RELATED SERVICES,"$3,912,737,864","$768,640,464","$52,844,057","$1,611,892","$54,455,949"," 1,993 "
2015,"5416 MANAGEMENT, SCIENTIFIC, & TECHNICAL CONSULTING SERVICES","$2,704,384,917","$189,684,385","$13,066,399","$1,286,136","$14,352,535"," 2,040 "
2015,5417 SCIENTIFIC RESEARCH & DEVELOPMENT SERVICES,"$818,709,875","$19,473,144","$1,338,784","$5,827,642","$7,166,426", 150 
2015,5418 ADVERTISING & RELATED SERVICES,"$1,958,213,465","$72,745,508","$5,001,256","$968,290","$5,969,546", 733 
2015,"5419 OTHER PROFESSIONAL, SCIENTIFIC, & TECHNICAL SERVICES","$2,062,875,256","$399,242,273","$27,480,505","$1,959,419","$29,439,924"," 4,054 "
2015,5510 MANAGEMENT OF COMPANIES & ENTERPRISES,"$108,483,322","$6,620,597","$455,167","$272,497","$727,664", 81 
2015,5511 MANAGEMENT OF COMPANIES & ENTERPRISES,"$1,228,885,780","$183,893,930","$12,665,762","$852,745","$13,518,507", 179 
2015,5611 OFFICE ADMINISTRATIVE SERVICES,"$340,916,523","$159,654,229","$11,032,074","$534,241","$11,566,315", 121 
2015,5612 FACILITIES SUPPORT SERVICES,"$75,270,500","$29,234,586","$2,009,879","$10,582","$2,020,461", 40 
2015,5613 EMPLOYMENT SERVICES,"$318,341,133","$3,768,697","$259,097","$122,635","$381,732", 158 
2015,5614 BUSINESS SUPPORT SERVICES,"$2,660,385,829","$377,175,330","$26,004,438","$4,067,332","$30,071,770"," 1,694 "
2015,5615 TRAVEL ARRANGEMENT & RESERVATION SERVICES,"$293,918,823","$69,605,061","$4,786,690","$379,842","$5,166,532", 149 
2015,5616 INVESTIGATION & SECURITY SERVICES,"$382,255,178","$222,581,599","$15,302,474","$2,242,589","$17,545,063", 429 
2015,5617 SERVICES TO BUILDINGS & DWELLINGS,"$1,944,304,772","$1,033,621,805","$71,062,288","$1,592,179","$72,654,467"," 7,530 "
2015,5619 OTHER SUPPORT SERVICES,"$390,246,951","$126,265,373","$8,680,744","$563,415","$9,244,159", 360 
2015,5620 WASTE MANAGEMENT & REMEDIATION SERVICES,"$208,824,341","$2,702,549","$185,803","$180,870","$366,673", 100 
2015,5621 WASTE COLLECTION,"$527,295,093","$3,084,183","$212,029","$617,914","$829,943", 202 
2015,5622 WASTE TREATMENT & DISPOSAL,"$41,977,324","$2,226,559","$153,078","$9,723","$162,801", 25 
2015,5629 REMEDIATION & OTHER WASTE MANAGEMENT SERVICES,"$130,922,448","$13,518,379","$929,385","$146,124","$1,075,509", 125 
2015,6110 EDUCATIONAL SERVICES,"$203,594,304","$5,181,369","$356,840","$116,172","$473,012", 167 
2015,6111 ELEMENTARY & SECONDARY SCHOOLS,"$174,361,654","$17,053,638","$1,172,445","$42,854","$1,215,299", 396 
2015,6112 JUNIOR COLLEGES,"$7,786,954","$3,970,710","$272,987",$0,"$272,987", 7 
2015,"6113 COLLEGES, UNIVERSITIES, & PROFESSIONAL SCHOOLS","$1,115,024,884","$53,646,821","$3,693,913","$131,285","$3,825,198", 113 
2015,6114 BUSINESS SCHOOLS & COMPUTER & MANAGEMENT TRAINING,"$42,633,638","$13,799,740","$948,740","$15,629","$964,369", 65 
2015,6115 TECHNICAL & TRADE SCHOOLS,"$31,753,741","$3,230,724","$222,192","$47,610","$269,802", 54 
2015,6116 OTHER SCHOOLS & INSTRUCTION,"$199,569,590","$18,540,211","$1,275,293","$70,590","$1,345,883", 568 
2015,6117 EDUCATIONAL SUPPORT SERVICES,"$39,926,527","$1,266,572","$87,077","$13,171","$100,248", 92 
2015,6211 OFFICES OF PHYSICIANS,"$3,548,853,937","$15,082,708","$1,036,947","$2,351,390","$3,388,337", 621 
2015,6212 OFFICES OF DENTISTS,"$1,099,872,442","$4,381,271","$301,227","$480,207","$781,434"," 1,088 "
2015,6213 OFFICES OF OTHER HEALTH PRACTITIONERS,"$884,593,582","$61,322,857","$4,215,989","$380,245","$4,596,234"," 2,894 "
2015,6214 OUTPATIENT CARE CENTERS,"$1,347,092,731","$16,413,740","$1,128,441","$2,416,136","$3,544,577", 417 
2015,6215 MEDICAL & DIAGNOSTIC LABORATORIES,"$470,062,827","$9,683,553","$665,741","$1,772,592","$2,438,333", 71 
2015,6216 HOME HEALTH CARE SERVICES,"$647,599,664","$5,948,268","$409,934","$207,651","$617,585", 195 
2015,6219 OTHER AMBULATORY HEALTH CARE SERVICES,"$235,113,158","$3,795,374","$260,930","$379,179","$640,109", 49 
2015,6220 HOSPITALS,"$1,030,029,441","$33,682,386","$2,315,666","$366,597","$2,682,263", 54 
2015,6221 GENERAL MEDICAL & SURGICAL HOSPITALS,"$4,232,830,501","$55,858,079","$3,840,233","$252,712","$4,092,945", 90 
2015,6230 NURSING & RESIDENTIAL CARE FACILITIES,"$127,251,608","$3,795,928","$260,979","$50,410","$311,389", 153 
2015,6231 NURSING CARE FACILITIES,"$304,145,195","$6,634,547","$460,840","$61,370","$522,210", 168 
2015,"6232 RESIDENTIAL MENTAL RETARDATION, MENTAL HEALTH & SUBSTANCE ABUSE FACILITIES","$52,781,783","$1,463,477","$100,615","$10,273","$110,888", 32 
2015,6233 COMMUNITY CARE FACILITIES FOR THE ELDERLY,"$171,313,711","$3,723,646","$256,787","$39,476","$296,263", 126 
2015,6239 OTHER RESIDENTIAL CARE FACILITIES,"$89,684,738","$823,699","$56,732","$15,525","$72,257", 54 
2015,6241 INDIVIDUAL & FAMILY SERVICES,"$77,912,170","$5,408,589","$373,001","$20,778","$393,779", 170 
2015,"6242 COMMUNITY FOOD & HOUSING, & EMERGENCY & OTHER RELIEF SERVICES","$15,747,535","$1,093,523","$75,180",$645,"$75,825", 20 
2015,6243 VOCATIONAL REHABILITATION SERVICES,"$100,577,545","$9,941,496","$683,482","$5,877","$689,359", 94 
2015,6244 CHILD DAY CARE SERVICES,"$165,269,958","$585,348","$40,243","$44,864","$85,107", 232 
2015,"7110 PERFORMING ARTS, SPECTATOR SPORTS, & RELATED INDUSTRIES","$12,838,316","$6,021,847","$429,025","$11,404","$440,429", 92 
2015,7111 PERFORMING ARTS COMPANIES,"$47,864,715","$38,231,573","$2,810,152","$64,802","$2,874,954", 208 
2015,7112 SPECTATOR SPORTS,"$352,608,177","$327,872,145","$22,560,835","$411,918","$22,972,753", 141 
2015,"7113 PROMOTERS OF PERFORMING ARTS, SPORTS, & SIMILAR EVENTS","$106,056,428","$87,421,115","$6,060,237","$140,709","$6,200,946", 154 
2015,"7114 AGENTS & MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, & OTHER PUBLIC FIGURES","$11,939,595","$2,748,354","$220,044","$6,857","$226,901", 35 
2015,"7115 INDEPENDENT ARTISTS, WRITERS, & PERFORMERS","$44,833,461","$13,367,389","$920,207","$24,648","$944,855"," 2,297 "
2015,"7121 MUSEUMS, HISTORICAL SITES, & SIMILAR INSTITUTIONS","$32,555,992","$23,528,137","$1,630,510","$21,980","$1,652,490", 181 
2015,7131 AMUSEMENT PARKS & ARCADES,"$29,005,875","$22,866,639","$1,588,809","$164,104","$1,752,913", 47 
2015,7132 GAMBLING INDUSTRIES,"$636,138,273","$584,906,652","$38,503,264","$329,011","$38,832,275", 20 
2015,7139 OTHER AMUSEMENT & RECREATION INDUSTRIES,"$1,379,091,172","$1,068,607,009","$75,788,316","$893,859","$76,682,175"," 2,331 "
2015,7211 TRAVELER ACCOMMODATION,"$2,291,249,738","$2,073,921,149","$144,745,055","$1,607,873","$146,352,928"," 2,094 "
2015,7212 RV (RECREATIONAL VEHICLE) PARKS & RECREATIONAL CAMPS,"$66,570,666","$41,299,148","$2,879,915","$82,553","$2,962,468", 381 
2015,7213 ROOMING & BOARDING HOUSES,"$6,605,879","$3,255,013","$223,777","$6,791","$230,568", 57 
2015,7220 FOOD SERVICES & DRINKING PLACES,"$5,006,959","$4,863,459","$349,033",$721,"$349,754", 13 
2015,7221 FULL-SERVICE RESTAURANTS,"$4,705,643,401","$4,557,634,335","$333,914,592","$9,930,397","$343,844,989"," 4,686 "
2015,7222 LIMITED-SERVICE EATING PLACES,"$3,259,331,799","$2,994,524,200","$206,691,765","$1,325,952","$208,017,717"," 4,058 "
2015,7223 SPECIAL FOOD SERVICES,"$663,638,299","$419,001,122","$30,288,828","$300,929","$30,589,757"," 1,199 "
2015,7224 DRINKING PLACES (ALCOHOLIC BEVERAGES),"$766,012,429","$740,177,370","$60,671,298","$295,307","$60,966,605"," 1,440 "
2015,8110 REPAIR & MAINTENANCE,"$4,584,194","$216,156","$14,859","$39,843","$54,702", 5 
2015,8111 AUTOMOTIVE REPAIR & MAINTENANCE,"$2,306,456,402","$1,074,387,499","$73,897,067","$1,450,633","$75,347,700"," 5,045 "
2015,8112 ELECTRONIC & PRECISION EQUIPMENT REPAIR & MAINTENANCE,"$198,277,647","$49,727,584","$3,418,807","$714,354","$4,133,161", 614 
2015,8113 COMMERCIAL & INDUSTRIAL MACHINERY & EQUIPMENT (EXCEPT AUTOMOTIVE & ELECTRONIC) REPAIR & MAINTENANCE,"$556,544,882","$133,010,840","$9,144,514","$567,426","$9,711,940", 707 
2015,8114 PERSONAL & HOUSEHOLD GOODS REPAIR & MAINTENANCE,"$514,044,279","$161,437,599","$11,099,539","$730,284","$11,829,823"," 2,380 "
2015,8121 PERSONAL CARE SERVICES,"$681,242,894","$199,539,667","$13,719,591","$840,888","$14,560,479"," 4,797 "
2015,8122 DEATH CARE SERVICES,"$140,423,948","$9,431,257","$648,410","$29,528","$677,938", 236 
2015,8123 DRYCLEANING & LAUNDRY SERVICES,"$392,346,558","$276,473,491","$19,007,545","$445,546","$19,453,091", 504 
2015,8129 OTHER PERSONAL SERVICES,"$826,257,828","$444,252,986","$30,617,551","$1,387,195","$32,004,746"," 3,197 "
2015,"8130 RELIGIOUS, GRANTMAKING, CIVIC, PROFESSIONAL, & SIMILAR ORGANIZATIONS","$25,377,535","$4,029,181","$291,189","$20,292","$311,481", 170 
2015,8131 RELIGIOUS ORGANIZATIONS,"$50,169,927","$9,254,202","$636,233","$23,410","$659,643", 349 
2015,8132 GRANTMAKING & GIVING SERVICES,"$43,693,158","$3,428,553","$239,382","$7,832","$247,214", 95 
2015,8133 SOCIAL ADVOCACY ORGANIZATIONS,"$87,241,902","$8,150,632","$562,708","$8,295","$571,003", 137 
2015,8134 CIVIC & SOCIAL ORGANIZATIONS,"$227,506,040","$134,141,408","$10,900,386","$154,546","$11,054,932"," 1,016 "
2015,"8139 BUSINESS, PROFESSIONAL, LABOR, POLITICAL, & SIMILAR ORGANIZATIONS","$230,179,109","$31,594,526","$2,236,385","$138,988","$2,375,373", 417 
2015,8141 PRIVATE HOUSEHOLDS,"$3,072,609","$1,086,244","$74,679","$110,445","$185,124", 60 
2015,"9210 EXECUTIVE, LEGISLATIVE, & OTHER GENERAL GOVERNMENT SUPPORT","$1,589,275","$305,159","$24,553",$604,"$25,157", 7 
2015,"9211 EXECUTIVE, LEGISLATIVE, & OTHER GENERAL GOVERNMENT SUPPORT","$2,057,047,608","$280,109,414","$19,507,319","$25,659,524","$45,166,843", 705 
2015,"9221 JUSTICE, PUBLIC ORDER, & SAFETY ACTIVITIES","$5,722,379","$501,181","$35,930","$1,710","$37,640", 14 
2015,9231 ADMINISTRATION OF HUMAN RESOURCE PROGRAMS,"$17,683,423","$1,048,197","$72,059","$9,524","$81,583", 17 
2015,9241 ADMINISTRATION OF ENVIRONMENTAL QUALITY PROGRAMS,"$97,036,192","$60,918,167","$4,188,127","$37,362","$4,225,489", 58 
2015,"9251 ADMINISTRATION OF HOUSING PROGRAMS, URBAN PLANNING, & COMMUNITY DEVELOPMENT","$479,544","$143,528","$9,868","$28,383","$38,251", 8 
2015,9261 ADMINISTRATION OF ECONOMIC PROGRAMS,"$102,006,568","$47,308,290","$3,252,452","$314,779","$3,567,231", 21 
2015,9281 NATIONAL SECURITY & INTERNATIONAL AFFAIRS,"$550,303","$34,322","$2,719",$16,"$2,735", 10 
2015,9999 UNDESIGNATED/SUPPRESSED,"$54,850,555","$42,376,879","$2,913,871","$154,499","$3,068,370", 51 
2015,Total,"$345,205,411,840","$76,658,904,696","$5,376,833,996","$431,692,304","$5,808,526,300"," 161,829 "
