year,description,gross.sales,taxable.sales,sales.tax,use.tax,total.tax,number,naics
2004,CATTLE RANCHING & FARMING,19442371.00,103861.00,6751.00,163.00,6914.00,27,1121
2004,HOG & PIG FARMING,192221573.00,235714.00,15321.00,128.00,15449.00,20,1122
2004,POULTRY & EGG PRODUCTION,34471016.00,980369.00,65192.00,172249.00,237441.00,7,1123
2004,OTHER ANIMAL PRODUCTION,9398402.00,136571.00,8879.00,877.00,9756.00,24,1129
2004,FORESTRY & LOGGING,7339059.00,2850195.00,185266.00,1361.00,186627.00,97,1130
2004,FOREST NURSERIES & GATHERING OF FOREST PRODUCTS,956238.00,379620.00,24674.00,155.00,24829.00,8,1132
2004,LOGGING,21967208.00,3076813.00,199993.00,1262.00,201255.00,34,1133
2004,"FISHING, HUNTING & TRAPPING",5007303.00,3108651.00,202909.00,439.00,203348.00,34,1140
2004,FISHING,1386216.00,134063.00,8712.00,158.00,8870.00,4,1141
2004,HUNTING & TRAPPING,2328181.00,1830033.00,119230.00,0.00,119230.00,12,1142
2004,SUPPORT ACTIVITIES FOR AGRICULTURE & FORESTRY,420057967.00,5901649.00,383606.00,38073.00,421679.00,112,1150
2004,SUPPORT ACTIVITIES FOR CROP PRODUCTION,158479536.00,5268596.00,342453.00,24770.00,367223.00,79,1151
2004,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,68194799.00,3245974.00,210989.00,10843.00,221832.00,62,1152
2004,SUPPORT ACTIVITIES FOR FORESTRY,5466087.00,2370708.00,154096.00,9906.00,164002.00,19,1153
2004,OIL AND GAS EXTRACTION,28479555.00,1369681.00,89026.00,26699.00,115725.00,13,2111
2004,METAL ORE MINING,132521661.00,837260.00,54422.00,17332154.00,17386576.00,5,2122
2004,NONMETALLIC MINERAL MINING & QUARRYING,314786480.00,139729692.00,9082417.00,249683.00,9332100.00,145,2123
2004,SUPPORT ACTIVITIES FOR MINING,9275707.00,1330739.00,86498.00,462.00,86960.00,9,2131
2004,UTILITIES,673731038.00,228830199.00,14928317.00,346353.00,15274670.00,217,2210
2004,"ELECTRIC POWER GENERATION, TRANSMISSION & DISTRIBUTION",4778579348.00,2501988961.00,162629267.00,7802614.00,170431881.00,108,2211
2004,NATURAL GAS DISTRIBUTION,2381539830.00,392972552.00,25543223.00,2623344.00,28166567.00,41,2212
2004,"WATER, SEWAGE & OTHER SYSTEMS",121741221.00,18624077.00,1210657.00,146222.00,1356879.00,83,2213
2004,CONSTRUCTION OF BUILDINGS,3543807575.00,63710704.00,4135959.00,2804533.00,6940492.00,1473,2360
2004,RESIDENTIAL BUILDING CONSTRUCTION,198310765.00,3837965.00,230485.00,310583.00,541068.00,287,2361
2004,NONRESIDENTIAL BUILDING CONSTRUCTION,157418512.00,6058452.00,393802.00,135258.00,529060.00,54,2362
2004,HEAVY & CIVIL ENGINEERING CONSTRUCTION,794949112.00,93273224.00,6062771.00,3304282.00,9367053.00,294,2370
2004,UTILITY SYSTEM CONSTRUCTION,23375766.00,1007801.00,65508.00,128528.00,194036.00,15,2371
2004,LAND SUBDIVISION,4602299.00,0.00,0.00,211.00,211.00,6,2372
2004,"HIGHWAY, STREET, & BRIDGE CONSTRUCTION",5394447.00,3163477.00,205626.00,37995.00,243621.00,13,2373
2004,OTHER HEAVY & CIVIL ENGINEERING CONSTRUCTION,24895067.00,2600086.00,169007.00,37004.00,206011.00,23,2379
2004,SPECIALTY TRADE CONTRACTORS,3827018714.00,291120222.00,18927939.00,12025653.00,30953592.00,3614,2380
2004,"FOUNDATION, STRUCTURE, & BUILDING EXTERIOR CONTRACTORS",114306595.00,3990491.00,259382.00,54807.00,314189.00,140,2381
2004,BUILDING EQUIPMENT CONTRACTORS,385807757.00,14509058.00,943091.00,375193.00,1318284.00,324,2382
2004,BUILDING FINISHING CONTRACTORS,77462814.00,7159280.00,465357.00,522721.00,988078.00,205,2383
2004,OTHER SPECIALTY TRADE CONTRACTORS,296588224.00,52558439.00,3405722.00,1050230.00,4455952.00,353,2389
2004,FOOD MANUFACTURING,2052565179.00,30787569.00,2001187.00,3801714.00,5802901.00,168,3110
2004,ANIMAL FOOD MANUFACTURING,222075902.00,1699044.00,110437.00,78692.00,189129.00,24,3111
2004,GRAIN & OILSEED MILLING,46976840.00,1386081.00,90094.00,915871.00,1005965.00,12,3112
2004,SUGAR & CONFECTIONERY PRODUCT MANUFACTURING,118687960.00,18006913.00,1170973.00,373233.00,1544206.00,168,3113
2004,FRUIT & VEGETABLE PRESERVING & SPECIALTY FOOD MANUFACTURING,562932952.00,2264309.00,147182.00,729436.00,876618.00,19,3114
2004,DAIRY PRODUCT MANUFACTURING,824572478.00,552489.00,35911.00,262298.00,298209.00,14,3115
2004,ANIMAL SLAUGHTERING & PROCESSING,127768968.00,1650231.00,107266.00,95364.00,202630.00,17,3116
2004,BAKERIES & TORTILLA MANUFACTURING,129330029.00,4302578.00,282098.00,93420.00,375518.00,71,3118
2004,OTHER FOOD MANUFACTURING,428583697.00,2015704.00,131082.00,247604.00,378686.00,35,3119
2004,BEVERAGE MANUFACTURING,171613032.00,11193108.00,737670.00,189369.00,927039.00,23,3121
2004,TEXTILE MILLS,73314976.00,8574963.00,557375.00,7404.00,564779.00,59,3130
2004,FABRIC MILLS,14550691.00,7375.00,480.00,77681.00,78161.00,4,3132
2004,"TEXTILE, FABRIC FINISHING & FABRIC COATING MILLS",13507950.00,327942.00,21316.00,1109.00,22425.00,8,3133
2004,TEXTILE PRODUCT MILLS,24399910.00,1188665.00,77265.00,2448.00,79713.00,8,3140
2004,TEXTILE FURNISHINGS MILLS,10622130.00,3349185.00,217696.00,701.00,218397.00,24,3141
2004,OTHER TEXTILE PRODUCT MILLS,173890988.00,3672015.00,238682.00,121474.00,360156.00,61,3149
2004,APPAREL MANUFACTURING,46344849.00,4147058.00,269553.00,1010.00,270563.00,101,3150
2004,CUT & SEW APPAREL MANUFACTURING,48272003.00,2612312.00,169800.00,21644.00,191444.00,36,3152
2004,APPAREL ACCESSORIES & OTHER APPAREL MANUFACTURING,41646022.00,549783.00,35736.00,22908.00,58644.00,27,3159
2004,LEATHER & ALLIED PRODUCT MANUFACTURING,11133718.00,5411036.00,351716.00,194462.00,546178.00,19,3160
2004,LEATHER & HIDE TANNING & FINISHING,20979989.00,21344.00,1389.00,41505.00,42894.00,5,3161
2004,FOOTWEAR MANUFACTURING,20082688.00,147599.00,9593.00,6371.00,15964.00,4,3162
2004,OTHER LEATHER & ALLIED PRODUCT MANUFACTURING,2288389.00,273089.00,17751.00,118.00,17869.00,18,3169
2004,WOOD PRODUCT MANUFACTURING,2569538720.00,227675236.00,14798968.00,2061433.00,16860401.00,478,3210
2004,SAWMILLS & WOOD PRESERVATION,27209398.00,1598970.00,103935.00,63.00,103998.00,18,3211
2004,"VENEER, PLYWOOD, & ENGINEERED WOOD PRODUCT MANUFACTURING",231419933.00,32802079.00,2132132.00,202782.00,2334914.00,41,3212
2004,OTHER WOOD PRODUCT MANUFACTURING,515844382.00,87432103.00,5651979.00,252555.00,5904534.00,161,3219
2004,PAPER MANUFACTURING,1737714483.00,40768780.00,2649969.00,18718246.00,21368215.00,81,3220
2004,"PULP, PAPER, & PAPERBOARD MILLS",128762055.00,498698.00,32414.00,27350.00,59764.00,8,3221
2004,CONVERTED PAPER PRODUCT MANUFACTURING,699326304.00,11862852.00,771087.00,732387.00,1503474.00,59,3222
2004,PRINTING & RELATED SUPPORT ACTIVITIES,3806711099.00,479960444.00,31197536.00,3049424.00,34246960.00,1220,3231
2004,PETROLEUM & COAL PRODUCTS MANUFACTURING,79726078.00,62199460.00,4042966.00,4152395.00,8195361.00,18,3240
2004,PETROLEUM & COAL PRODUCTS MANUFACTURING,161151996.00,82965206.00,5392739.00,65646.00,5458385.00,12,3241
2004,CHEMICAL MANUFACTURING,1938884363.00,38836770.00,2524394.00,442991.00,2967385.00,165,3250
2004,BASIC CHEMICAL MANUFACTURING,226806578.00,6454892.00,419562.00,79651.00,499213.00,33,3251
2004,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL SYNTHETIC FIBERS & FILAMENTS MANUFACTURING",10269861.00,306530.00,19923.00,3430.00,23353.00,7,3252
2004,"PESTICIDE, FERTILIZER, & OTHER AGRICULTURAL CHEMICAL MANUFACTURING",221284494.00,1098102.00,71377.00,5588.00,76965.00,12,3253
2004,PHARMACEUTICAL & MEDICINE MANUFACTURING,853367635.00,1320170.00,85813.00,1268988.00,1354801.00,33,3254
2004,"PAINT, COATING, & ADHESIVE MANUFACTURING",37853022.00,3138175.00,203985.00,22292.00,226277.00,20,3255
2004,"SOAP, CLEANING COMPOUND, & TOILET PREPARATION MANUFACTURING",335846915.00,24764238.00,1609674.00,418849.00,2028523.00,39,3256
2004,OTHER CHEMICAL PRODUCT & PREPARATION MANUFACTURING,337381741.00,7815291.00,507998.00,232349.00,740347.00,46,3259
2004,PLASTICS & RUBBER PRODUCTS MANUFACTURING,716832980.00,39611377.00,2574736.00,768687.00,3343423.00,201,3260
2004,PLASTICS PRODUCT MANUFACTURING,1236260937.00,42697741.00,2775342.00,1920879.00,4696221.00,176,3261
2004,RUBBER PRODUCT MANUFACTURING,240219564.00,7895318.00,513197.00,123504.00,636701.00,31,3262
2004,NONMETALLIC MINERAL PRODUCT MANUFACTURING,533915726.00,109772115.00,7135200.00,2143357.00,9278557.00,202,3270
2004,CLAY PRODUCT & REFRACTORY MANUFACTURING,17569945.00,2844977.00,184925.00,8180.00,193105.00,14,3271
2004,GLASS & GLASS PRODUCT MANUFACTURING,99891244.00,4737214.00,307918.00,224260.00,532178.00,27,3272
2004,CEMENT & CONCRETE PRODUCT MANUFACTURING,805423361.00,418608071.00,27209539.00,550611.00,27760150.00,119,3273
2004,OTHER NONMETALLIC MINERAL PRODUCT MANUFACTURING,73473638.00,11622236.00,755445.00,508834.00,1264279.00,32,3279
2004,PRIMARY METAL MANUFACTURING,851778574.00,35521577.00,2308907.00,1296919.00,3605826.00,61,3310
2004,IRON & STEEL MILLS & FERROALLOY MANUFACTURING,32400536.00,664464.00,43190.00,89268.00,132458.00,8,3311
2004,STEEL PRODUCT MANUFACTURING FROM PURCHASED STEEL,125635994.00,6720001.00,436799.00,94904.00,531703.00,40,3312
2004,ALUMINA & ALUMINUM PRODUCTION & PROCESSING,59268645.00,395817.00,25729.00,253125.00,278854.00,8,3313
2004,NONFERROUS METAL (EXCEPT ALUMINUM) PRODUCTION & PROCESSING,62606834.00,22517.00,1464.00,4945.00,6409.00,4,3314
2004,FOUNDRIES,446322959.00,351538.00,22850.00,566657.00,589507.00,27,3315
2004,FABRICATED METAL PRODUCT MANUFACTURING,1706145717.00,155764053.00,10124666.00,1580132.00,11704798.00,719,3320
2004,FORGING & STAMPING,273733558.00,796655.00,51783.00,269060.00,320843.00,53,3321
2004,CUTLERY & HANDTOOL MANUFACTURING,126819296.00,742823.00,48287.00,68246.00,116533.00,18,3322
2004,ARCHITECTURAL & STRUCTURAL METALS MANUFACTURING,597872023.00,104321218.00,6780882.00,1493963.00,8274845.00,170,3323
2004,"BOILER, TANK, & SHIPPING CONTAINER MANUFACTURING",68394393.00,5070503.00,329578.00,42585.00,372163.00,17,3324
2004,HARDWARE MANUFACTURING,23970569.00,379597.00,24674.00,14209.00,38883.00,8,3325
2004,SPRING & WIRE PRODUCT MANUFACTURING,85981016.00,4211846.00,273769.00,98883.00,372652.00,18,3326
2004,"MACHINE SHOPS; TURNED PRODUCT; & SCREW, NUT, & BOLT MANUFACTURING",590674803.00,17693472.00,1150077.00,563383.00,1713460.00,276,3327
2004,"COATING, ENGRAVING, HEAT TREATING, & ALLIED ACTIVITIES",171857958.00,1268087.00,82424.00,136249.00,218673.00,70,3328
2004,OTHER FABRICATED METAL PRODUCT MANUFACTURING,1218943403.00,76085946.00,4945614.00,953666.00,5899280.00,254,3329
2004,MACHINERY MANUFACTURING,2359291948.00,277798836.00,18056914.00,6520118.00,24577032.00,619,3330
2004,"AGRICULTURE, CONSTRUCTION, & MINING MACHINERY MANUFACTURING",1039672221.00,14268032.00,927425.00,423267.00,1350692.00,72,3331
2004,INDUSTRIAL MACHINERY MANUFACTURING,353894166.00,36597335.00,2378840.00,530780.00,2909620.00,121,3332
2004,COMMERCIAL & SERVICE INDUSTRY MACHINERY MFG,407581690.00,38532652.00,2504625.00,889236.00,3393861.00,77,3333
2004,"VENTILATION, HEATING, AIR-CONDITIONING, & COMMERCIAL REFRIGERATION EQUIPMENT MANUFACTURING",258005748.00,11882861.00,772388.00,117425.00,889813.00,32,3334
2004,METALWORKING MACHINERY MANUFACTURING,217794983.00,13947930.00,906619.00,369293.00,1275912.00,94,3335
2004,"ENGINE, TURBINE, & POWER TRANSMISSION EQUIPMENT MANUFACTURING",49082444.00,3275130.00,212886.00,7694.00,220580.00,14,3336
2004,OTHER GENERAL PURPOSE MACHINERY MANUFACTURING,684180927.00,56709294.00,3686107.00,645501.00,4331608.00,187,3339
2004,COMPUTER & ELECTRONIC PRODUCT MANUFACTURING,783757489.00,38196709.00,2482784.00,2754238.00,5237022.00,138,3340
2004,COMPUTER & PERIPHERAL EQUIPMENT MANUFACTURING,626757659.00,19075630.00,1239914.00,2833859.00,4073773.00,71,3341
2004,COMMUNICATIONS EQUIPMENT MANUFACTURING,119018610.00,10811117.00,702720.00,89848.00,792568.00,35,3342
2004,AUDIO & VIDEO EQUIPMENT MANUFACTURING,89943026.00,3844676.00,249907.00,58119.00,308026.00,19,3343
2004,SEMICONDUCTOR & OTHER ELECTRONIC COMPONENT MANUFACTURING,870462305.00,7049897.00,458245.00,1635574.00,2093819.00,67,3344
2004,"NAVIGATIONAL, MEASURING, ELECTROMEDICAL, & CONTROL INSTRUMENTS MANUFACTURING",1062159951.00,12991229.00,844432.00,1010304.00,1854736.00,95,3345
2004,MANUFACTURING & REPRODUCING MAGNETIC & OPTICAL    MEDIA,78235727.00,9136263.00,593858.00,674875.00,1268733.00,15,3346
2004,"ELECTRICAL EQUIPMENT, APPLIANCE, & COMPONENT MANUFACTURING",3381324818.00,178910073.00,11629162.00,5942969.00,17572131.00,424,3350
2004,ELECTRIC LIGHTING EQUIPMENT MANUFACTURING,20286453.00,1176170.00,76452.00,4399.00,80851.00,10,3351
2004,HOUSEHOLD APPLIANCE MANUFACTURING,19763837.00,1445583.00,93961.00,7371.00,101332.00,5,3352
2004,ELECTRICAL EQUIPMENT MANUFACTURING,194710549.00,12408389.00,806545.00,458774.00,1265319.00,51,3353
2004,OTHER ELECTRICAL EQUIPMENT & COMPONENT MFG,245454974.00,19999856.00,1299997.00,112586.00,1412583.00,83,3359
2004,TRANSPORTATION EQUIPMENT MANUFACTURING,2018938295.00,15011771.00,975765.00,536158.00,1511923.00,79,3360
2004,MOTOR VEHICLE MANUFACTURING,95589964.00,2979570.00,193674.00,366543.00,560217.00,11,3361
2004,MOTOR VEHICLE BODY & TRAILER MANUFACTURING,77628380.00,14140913.00,919159.00,14383.00,933542.00,26,3362
2004,MOTOR VEHICLE PARTS MANUFACTURING,199093142.00,1818458.00,118197.00,310799.00,428996.00,38,3363
2004,AEROSPACE PRODUCT & PARTS MANUFACTURING,247355952.00,4036403.00,262364.00,50937.00,313301.00,9,3364
2004,SHIP & BOAT BUILDING,398752232.00,1983687.00,128939.00,81871.00,210810.00,12,3366
2004,OTHER TRANSPORTATION EQUIPMENT MANUFACTURING,48463576.00,8493044.00,552044.00,3366.00,555410.00,22,3369
2004,FURNITURE & RELATED PRODUCT MANUFACTURING,425789575.00,71809175.00,4667596.00,267714.00,4935310.00,334,3370
2004,HOUSEHOLD & INSTITUTIONAL FURNITURE & KITCHEN CABINET MANUFACTURING,355524674.00,45211889.00,2938770.00,873015.00,3811785.00,141,3371
2004,OFFICE FURNITURE (INCLUDING FIXTURES) MANUFACTURING,207718120.00,15823426.00,1028522.00,179761.00,1208283.00,46,3372
2004,OTHER FURNITURE RELATED PRODUCT MANUFACTURING,47822807.00,2542780.00,165283.00,17634.00,182917.00,6,3379
2004,MISCELLANEOUS MANUFACTURING,4080305272.00,301899877.00,19599218.00,2513444.00,22112662.00,1307,3390
2004,MEDICAL EQUIPMENT & SUPPLIES MANUFACTURING,548091108.00,20413139.00,1336218.00,1492474.00,2828692.00,186,3391
2004,OTHER MISCELLANEOUS MANUFACTURING,910261585.00,110823031.00,7203493.00,886942.00,8090435.00,510,3399
2004,MOTOR VEHICLE & MOTOR VEHICLE PARTS & SUPPLIES MERCHANT WHOLESALERS,2748132875.00,154644977.00,10052426.00,990650.00,11043076.00,414,4231
2004,FURNITURE & HOME FURNISHING MERCHANT WHOLESALERS,279360115.00,79895868.00,5193235.00,29367.00,5222602.00,167,4232
2004,LUMBER & OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS,2008375249.00,487503374.00,31687723.00,1443093.00,33130816.00,317,4233
2004,PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS,2738035914.00,661905894.00,43025288.00,6874920.00,49900208.00,576,4234
2004,METAL & MINERAL (EXCEPT PETROLEUM) MERCHANT WHOLESALERS,1122477200.00,93121065.00,6052875.00,102900.00,6155775.00,85,4235
2004,ELECTRICAL & ELECTRONIC GOODS MERCHANT WHOLESALERS,2830842311.00,812368504.00,52803960.00,625373.00,53429333.00,308,4236
2004,"HARDWARE, & PLUMBING & HEATING EQUIPMENT & SUPPLIES MERCHANT WHOLESALERS",1562732304.00,678149968.00,44079774.00,945369.00,45025143.00,371,4237
2004,"MACHINERY, EQUIPMENT, & SUPPLIES MERCHANT WHOLESALERS",4319837161.00,910565307.00,59186756.00,1131608.00,60318364.00,1208,4238
2004,MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,3267991964.00,395158264.00,25685315.00,1573984.00,27259299.00,911,4239
2004,PAPER & PAPER PRODUCT MERCHANT WHOLESALERS,1148726607.00,110778906.00,7200636.00,420899.00,7621535.00,181,4241
2004,DRUGS & DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,4146261471.00,43416681.00,2822083.00,224290.00,3046373.00,80,4242
2004,"APPAREL, PIECE GOODS, & NOTIONS MERCHANT WHOLESALERS",3628909.00,872385.00,56707.00,2855.00,59562.00,12,4243
2004,GROCERY & RELATED PRODUCT WHOLESALERS,6141288875.00,188811342.00,12273214.00,1751305.00,14024519.00,392,4244
2004,FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,2029092309.00,44468643.00,2890454.00,546738.00,3437192.00,169,4245
2004,CHEMICAL & ALLIED PRODUCTS MERCHANT WHOLESALERS,652508420.00,52453691.00,3409496.00,87126.00,3496622.00,153,4246
2004,PETROLEUM & PETROLEUM PRODUCTS MERCHANT WHOLESALERS,4164401914.00,165114603.00,10733833.00,1466091.00,12199924.00,224,4247
2004,"BEER, WINE, & DISTILLED ALCOHOLIC BEVERAGE MERCHANT WHOLESALERS",975060711.00,7387023.00,627367.00,221736.00,849103.00,65,4248
2004,MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS,3552312642.00,214057344.00,13913759.00,564115.00,14477874.00,681,4249
2004,WHOLESALE ELECTRONIC MARKETS & AGENTS & BROKERS,45999196.00,5796981.00,376808.00,25423.00,402231.00,40,4251
2004,AUTOMOBILE DEALERS,9739319824.00,450848226.00,29516354.00,784134.00,30300488.00,865,4411
2004,OTHER MOTOR VEHICLE DEALERS,2182682039.00,723036806.00,46893143.00,157924.00,47051067.00,730,4412
2004,"AUTOMOTIVE PARTS, ACCESSORIES, & TIRE STORES",1312910185.00,563434613.00,36623329.00,445575.00,37068904.00,1302,4413
2004,FURNITURE STORES,1216813016.00,990474516.00,64380876.00,1213975.00,65594851.00,885,4421
2004,HOME FURNISHINGS STORES,1319414679.00,624775896.00,40610404.00,7955872.00,48566276.00,1876,4422
2004,ELECTRONICS & APPLIANCE STORES,3746821599.00,2062368367.00,134056441.00,6397659.00,140454100.00,2256,4431
2004,BUILDING MATERIAL & SUPPLIES DEALERS,6383213139.00,5255028734.00,341560075.00,8100894.00,349660969.00,2083,4441
2004,LAWN & GARDEN EQUIPMENT & SUPPLIES STORES,884681077.00,262837861.00,17084432.00,355221.00,17439653.00,632,4442
2004,GROCERY STORES,8233800249.00,1749099016.00,115389406.00,1005687.00,116395093.00,1773,4451
2004,SPECIALTY FOOD STORES,638801279.00,182780385.00,11949235.00,251242.00,12200477.00,1128,4452
2004,"BEER, WINE, & LIQUOR STORES",1026447187.00,957434427.00,84521512.00,128640.00,84650152.00,1022,4453
2004,HEALTH & PERSONAL CARE STORES,2557338880.00,459103493.00,29914290.00,462101.00,30376391.00,1198,4461
2004,GASOLINE STATIONS,7165781756.00,1138797910.00,74137224.00,972928.00,75110152.00,2274,4471
2004,CLOTHING & CLOTHING ACCESSORIES STORES,841056333.00,184080572.00,11965433.00,507923.00,12473356.00,851,4480
2004,CLOTHING STORES,928738000.00,193370395.00,12569081.00,562259.00,13131340.00,1046,4481
2004,SHOE STORES,243383996.00,10121763.00,657907.00,121750.00,779657.00,332,4482
2004,"JEWELRY, LUGGAGE, & LEATHER GOODS STORES",426053434.00,362964124.00,23592666.00,218992.00,23811658.00,1501,4483
2004,"SPORTING GOODS, HOBBY, & MUSICAL INSTRUMENT STORES",1639532596.00,910088625.00,59190349.00,458670.00,59649019.00,3131,4511
2004,"BOOK, PERIODICAL, & MUSIC STORES",820622099.00,408653892.00,26770197.00,154603.00,26924800.00,1493,4512
2004,GENERAL MERCHANDISE STORES,8349538686.00,4696060253.00,306594691.00,4820651.00,311415342.00,640,4520
2004,DEPARTMENT STORES,835119490.00,367225422.00,23869812.00,490577.00,24360389.00,73,4521
2004,OTHER GENERAL MERCHANDISE STORES,611191001.00,326196341.00,21203059.00,194533.00,21397592.00,430,4529
2004,FLORISTS,191023920.00,143456089.00,9324679.00,24646.00,9349325.00,907,4531
2004,"OFFICE SUPPLIES, STATIONERY, & GIFT STORES",1224524528.00,824027203.00,53567163.00,965109.00,54532272.00,2746,4532
2004,USED MERCHANDISE STORES,231951994.00,137087656.00,8914372.00,140978.00,9055350.00,2770,4533
2004,OTHER MISCELLANEOUS STORE RETAILERS,3246122273.00,1032190725.00,65765551.00,1539248.00,67304799.00,12925,4539
2004,NONSTORE RETAILERS,25269846.00,16450488.00,1070323.00,12340.00,1082663.00,1421,4540
2004,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,1360621101.00,457475548.00,29758092.00,410782.00,30168874.00,688,4541
2004,VENDING MACHINE OPERATORS,140723107.00,122916208.00,7989538.00,124257.00,8113795.00,652,4542
2004,DIRECT SELLING ESTABLISHMENTS,1715490866.00,520410887.00,33830973.00,398484.00,34229457.00,2033,4543
2004,AIR TRANSPORTATION,122999691.00,74548267.00,4880086.00,4256436.00,9136522.00,130,4810
2004,RAIL TRANSPORTATION,138664810.00,756273.00,50353.00,3660408.00,3710761.00,17,4821
2004,WATER TRANSPORTATION,13030463.00,7402721.00,512063.00,58420.00,570483.00,26,4830
2004,TRUCK TRANSPORTATION,281513193.00,20195813.00,1312724.00,766352.00,2079076.00,533,4840
2004,GENERAL FREIGHT TRUCKING,668819101.00,43548978.00,2830956.00,851086.00,3682042.00,691,4841
2004,SPECIALIZED FREIGHT TRUCKING,1409949714.00,12345265.00,802440.00,510554.00,1312994.00,495,4842
2004,TRANSIT & GROUND PASSENGER TRANSPORTATION,111689806.00,4879603.00,332628.00,15222.00,347850.00,54,4850
2004,URBAN TRANSIT SYSTEMS,5922865.00,109788.00,7136.00,14723.00,21859.00,5,4851
2004,Interurban and Rural Bus Transportation,627319.00,627319.00,40775.00,13082.00,53857.00,4,4852
2004,TAXI & LIMOUSINE SERVICE,3360692.00,700771.00,45551.00,88.00,45639.00,15,4853
2004,SCHOOL & EMPLOYEE BUS TRANSPORTATION,69996788.00,1332902.00,86637.00,29240.00,115877.00,29,4854
2004,CHARTER BUS INDUSTRY,13533338.00,36691.00,2385.00,49957.00,52342.00,13,4855
2004,OTHER TRANSIT & GROUND PASSENGER TRANSPORTATION,10444317.00,2800787.00,218705.00,4522.00,223227.00,19,4859
2004,PIPELINE TRANSPORTATION,36448.00,36448.00,2370.00,198687.00,201057.00,9,4860
2004,SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,41568345.00,3972813.00,267911.00,12574.00,280485.00,34,4881
2004,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,6583963.00,291113.00,18926.00,44445.00,63371.00,4,4882
2004,SUPPORT ACTIVITIES FOR WATER TRANSPORTATION,15495072.00,1532998.00,99644.00,8375.00,108019.00,5,4883
2004,SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,176448020.00,98903120.00,6428847.00,32996.00,6461843.00,586,4884
2004,FREIGHT TRANSPORTATION ARRANGEMENT,73152489.00,53254.00,3461.00,23194.00,26655.00,27,4885
2004,OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,37387193.00,596447.00,38770.00,66372.00,105142.00,13,4889
2004,COURIERS,879743.00,382717.00,24874.00,6972.00,31846.00,8,4921
2004,LOCAL MESSENGERS & LOCAL DELIVERY,19134062.00,2549070.00,165691.00,42130.00,207821.00,35,4922
2004,WAREHOUSING & STORAGE,28034487.00,3121523.00,202899.00,119768.00,322667.00,74,4931
2004,"NEWSPAPER, PERIODICAL, BOOK, & DIRECTORY PUBLISHERS",909852506.00,35357541.00,2298246.00,757716.00,3055962.00,318,5111
2004,SOFTWARE PUBLISHERS,241358284.00,50354166.00,3273023.00,202023.00,3475046.00,87,5112
2004,MOTION PICTURE & VIDEO INDUSTRIES,184797729.00,80504223.00,5235067.00,119656.00,5354723.00,298,5121
2004,SOUND RECORDING INDUSTRIES,28840979.00,2267053.00,147359.00,5296.00,152655.00,24,5122
2004,RADIO & TELEVISION BROADCASTING,82647361.00,11030897.00,718506.00,383309.00,1101815.00,95,5151
2004,CABLE & OTHER SUBSCRIPTION PROGRAMMING,794141400.00,637932467.00,41465622.00,1004735.00,42470357.00,64,5152
2004,TELECOMMUNICATIONS,3422875550.00,2942067136.00,191234369.00,3325626.00,194559995.00,754,5170
2004,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),1863543.00,1513944.00,98409.00,291.00,98700.00,4,5172
2004,Wired and Wireless Telecommunications Carriers,1885829.00,538137.00,34981.00,1361.00,36342.00,8,5173
2004,DATA PROCESSING,2855921.00,779603.00,50673.00,24305.00,74978.00,12,5181
2004,"DATA PROCESSING, HOSTING, & RELATED SERVICES",2280053844.00,315071703.00,20479708.00,1428496.00,21908204.00,979,5182
2004,OTHER INFORMATION SERVICES,888648132.00,579516179.00,37669980.00,975630.00,38645610.00,227,5190
2004,OTHER INFORMATION SERVICES,1924268646.00,515018035.00,33523014.00,7637372.00,41160386.00,1833,5191
2004,DEPOSITORY CREDIT INTERMEDIATION,395428569.00,73098988.00,4751424.00,2701482.00,7452906.00,503,5221
2004,NONDEPOSITORY CREDIT INTERMEDIATION,577855233.00,243131085.00,15803532.00,454556.00,16258088.00,292,5222
2004,ACTIVITIES RELATED TO CREDIT INTERMEDIATION,57095240.00,2178503.00,141597.00,273985.00,415582.00,69,5223
2004,SECURITIES & COMMODITY CONTRACTS INTERMEDIATION & BROKERAGE,57004451.00,1970086.00,128056.00,4006638.00,4134694.00,85,5231
2004,OTHER FINANCIAL INVESTMENT ACTIVITIES,143327422.00,6607525.00,431858.00,40434.00,472292.00,101,5239
2004,INSURANCE CARRIERS,1370393631.00,4538367.00,295000.00,2425110.00,2720110.00,120,5241
2004,"AGENCIES, BROKERAGES, & OTHER INSURANCE RELATED ACTIVITIES",360226428.00,7012017.00,455793.00,1293851.00,1749644.00,496,5242
2004,OTHER INVESTMENT POOLS & FUNDS,78005373.00,55317346.00,3595626.00,1380.00,3597006.00,34,5259
