periodyear,naicstitle,edr,wage.type,wages
2010,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,2041411
2010,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,36745526
2010,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,13199002
2009,"Total, All Industries",EDR 4 - West Central,totwageYear,2581664648
2009,Crop Production,EDR 4 - West Central,totwageYear,20124807
2009,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,27880217
2009,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,7537978
2009,Food Manufacturing,EDR 4 - West Central,totwageYear,96135828
2009,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,774686
2009,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,1629137
2009,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,33967933
2009,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,14958140
2008,"Total, All Industries",EDR 4 - West Central,totwageYear,2637219199
2008,Crop Production,EDR 4 - West Central,totwageYear,24328935
2008,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,25346986
2008,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,8334035
2008,Food Manufacturing,EDR 4 - West Central,totwageYear,84889423
2008,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,760340
2008,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,31235276
2008,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,14642045
2007,"Total, All Industries",EDR 4 - West Central,totwageYear,2469576517
2007,Crop Production,EDR 4 - West Central,totwageYear,18645449
2007,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,21893072
2007,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,7305965
2007,Food Manufacturing,EDR 4 - West Central,totwageYear,79586016
2007,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,702733
2007,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,1178120.5
2007,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,25538792
2007,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,13464012
2006,"Total, All Industries",EDR 4 - West Central,totwageYear,2343792881
2006,Crop Production,EDR 4 - West Central,totwageYear,15444940
2006,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,19185610
2006,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,6428963
2006,Food Manufacturing,EDR 4 - West Central,totwageYear,72358513
2006,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,653462
2006,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,27318809
2006,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,8418105
2005,"Total, All Industries",EDR 4 - West Central,totwageYear,2236130174
2005,Crop Production,EDR 4 - West Central,totwageYear,14926915
2005,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,16561154
2005,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,5462663
2005,Food Manufacturing,EDR 4 - West Central,totwageYear,67694410
2005,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,913314
2005,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,3718479
2005,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,22483644
2005,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,7785748
2004,"Total, All Industries",EDR 4 - West Central,totwageYear,2209837352
2004,Crop Production,EDR 4 - West Central,totwageYear,15312041
2004,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,16198091
2004,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,5569724
2004,Food Manufacturing,EDR 4 - West Central,totwageYear,79254861
2004,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,654642
2004,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,3468472
2004,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,18883313
2004,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,7772830
2003,"Total, All Industries",EDR 4 - West Central,totwageYear,2108107066
2003,Crop Production,EDR 4 - West Central,totwageYear,12175300
2003,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,15007530
2003,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,4508057
2003,Food Manufacturing,EDR 4 - West Central,totwageYear,77652837
2003,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,58678
2003,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,3033073
2003,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,16359901
2003,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,9423463
2002,"Total, All Industries",EDR 4 - West Central,totwageYear,2009689657
2002,Crop Production,EDR 4 - West Central,totwageYear,11213567
2002,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,14767116
2002,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,3954862
2002,Support Activities for Animal Production,EDR 4 - West Central,totwageYear,333338
2002,Food Manufacturing,EDR 4 - West Central,totwageYear,77657757
2002,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,totwageYear,56710.5
2002,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,2839958
2002,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,14956048
2002,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,11958681
2001,"Total, All Industries",EDR 4 - West Central,totwageYear,1900938292
2001,Crop Production,EDR 4 - West Central,totwageYear,9751383
2001,Animal Production and Aquaculture,EDR 4 - West Central,totwageYear,14664441
2001,Support Activities for Crop Production,EDR 4 - West Central,totwageYear,3560294
2001,Support Activities for Animal Production,EDR 4 - West Central,totwageYear,92736.66666666667
2001,Food Manufacturing,EDR 4 - West Central,totwageYear,78843932
2001,Agricultural Implement Manufacturing,EDR 4 - West Central,totwageYear,3179888
2001,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,totwageYear,14210355
2001,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,totwageYear,9973582
2018,"Total, All Industries",EDR 5 - North Central,totwageYear,2426037420
2018,Crop Production,EDR 5 - North Central,totwageYear,4229920
2018,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,15703312
2018,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,1472395
2018,Food Manufacturing,EDR 5 - North Central,totwageYear,82887008
2018,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1378176
2018,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,3091203
2017,"Total, All Industries",EDR 5 - North Central,totwageYear,2324703507
2017,Crop Production,EDR 5 - North Central,totwageYear,4257247
2017,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,15868670
2017,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,1353845
2017,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,133438
2017,Food Manufacturing,EDR 5 - North Central,totwageYear,76473549
2017,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1327790
2017,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,3089141
2016,"Total, All Industries",EDR 5 - North Central,totwageYear,2231922205
2016,Crop Production,EDR 5 - North Central,totwageYear,3831004
2016,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,16807434
2016,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,1202507
2016,Food Manufacturing,EDR 5 - North Central,totwageYear,69743236
2016,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1321789
2016,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,3076136
2015,"Total, All Industries",EDR 5 - North Central,totwageYear,2127678246
2015,Crop Production,EDR 5 - North Central,totwageYear,3018383
2015,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,14437918
2015,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,944608
2015,Food Manufacturing,EDR 5 - North Central,totwageYear,65309801
2015,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1396023
2015,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,2991143
2014,"Total, All Industries",EDR 5 - North Central,totwageYear,2016029354
2014,Crop Production,EDR 5 - North Central,totwageYear,3105782
2014,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,13636087
2014,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,963425
2014,Food Manufacturing,EDR 5 - North Central,totwageYear,60811052
2014,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1319411
2014,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,10682073
2013,"Total, All Industries",EDR 5 - North Central,totwageYear,1933185184
2013,Crop Production,EDR 5 - North Central,totwageYear,2860165
2013,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,12548814
2013,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,826469
2013,Food Manufacturing,EDR 5 - North Central,totwageYear,58940033
2013,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,1371211
2013,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,9174043
2012,"Total, All Industries",EDR 5 - North Central,totwageYear,1866747481
2012,Crop Production,EDR 5 - North Central,totwageYear,3302188
2012,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,11449929
2012,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,182641
2012,Food Manufacturing,EDR 5 - North Central,totwageYear,55689950
2012,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,700198
2012,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,9309542
2011,"Total, All Industries",EDR 5 - North Central,totwageYear,1842548748
2011,Crop Production,EDR 5 - North Central,totwageYear,2791225
2011,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,9829173
2011,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,192783.33333333334
2011,Food Manufacturing,EDR 5 - North Central,totwageYear,51828436
2011,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,647487
2011,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,8892682
2010,"Total, All Industries",EDR 5 - North Central,totwageYear,1801506581
2010,Crop Production,EDR 5 - North Central,totwageYear,2806049
2010,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,8882182
2010,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,265702
2010,Food Manufacturing,EDR 5 - North Central,totwageYear,50703097
2010,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,704978
2010,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,7896589
2009,"Total, All Industries",EDR 5 - North Central,totwageYear,1769954257
2009,Crop Production,EDR 5 - North Central,totwageYear,2925193
2009,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,8526770
2009,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,269298
2009,Food Manufacturing,EDR 5 - North Central,totwageYear,46204246
2009,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,608478
2009,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,7561913
2008,"Total, All Industries",EDR 5 - North Central,totwageYear,1826577262
2008,Crop Production,EDR 5 - North Central,totwageYear,2445989
2008,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,8262917
2008,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,162046
2008,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,67100.5
2008,Food Manufacturing,EDR 5 - North Central,totwageYear,45899223
2008,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,668179
2008,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,6668423
2007,"Total, All Industries",EDR 5 - North Central,totwageYear,1802862433
2007,Crop Production,EDR 5 - North Central,totwageYear,2421312
2007,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,7930046
2007,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,115447.66666666667
2007,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,68960
2007,Food Manufacturing,EDR 5 - North Central,totwageYear,41757218
2007,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,664237
2007,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,5329779
2006,"Total, All Industries",EDR 5 - North Central,totwageYear,1741259758
2006,Crop Production,EDR 5 - North Central,totwageYear,2634451
2006,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,6763211
2006,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,108511.66666666667
2006,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,64872
2006,Food Manufacturing,EDR 5 - North Central,totwageYear,38077274
2006,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,635759
2006,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4862769
2005,"Total, All Industries",EDR 5 - North Central,totwageYear,1663888861
2005,Crop Production,EDR 5 - North Central,totwageYear,2719435
2005,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,5459180
2005,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,97447
2005,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,57842
2005,Food Manufacturing,EDR 5 - North Central,totwageYear,36375981
2005,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,703419
2005,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4579422
2004,"Total, All Industries",EDR 5 - North Central,totwageYear,1667602397
2004,Crop Production,EDR 5 - North Central,totwageYear,2929701
2004,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,4635306
2004,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,79251
2004,Support Activities for Animal Production,EDR 5 - North Central,totwageYear,54104
2004,Food Manufacturing,EDR 5 - North Central,totwageYear,37341776
2004,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,853155
2004,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4930086
2003,"Total, All Industries",EDR 5 - North Central,totwageYear,1581147371
2003,Crop Production,EDR 5 - North Central,totwageYear,2563025
2003,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,4298204
2003,Food Manufacturing,EDR 5 - North Central,totwageYear,39170430
2003,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,785556
2003,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4455929
2002,"Total, All Industries",EDR 5 - North Central,totwageYear,1535553478
2002,Crop Production,EDR 5 - North Central,totwageYear,2594686
2002,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,3947144
2002,Food Manufacturing,EDR 5 - North Central,totwageYear,37978491
2002,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,732192
2002,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4267186
2001,"Total, All Industries",EDR 5 - North Central,totwageYear,1461413566
2001,Crop Production,EDR 5 - North Central,totwageYear,2495184
2001,Animal Production and Aquaculture,EDR 5 - North Central,totwageYear,4293306
2001,Support Activities for Crop Production,EDR 5 - North Central,totwageYear,119780
2001,Food Manufacturing,EDR 5 - North Central,totwageYear,31737355
2001,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,totwageYear,863091
2001,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,totwageYear,4254755
2018,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2266198213
2018,Crop Production,EDR 6E- Southwest Central,totwageYear,16180470
2018,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,50367483
2018,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,4368226
2018,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,424043
2018,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,200699634
2018,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12602539
2018,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,40355523
2017,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2192864883
2017,Crop Production,EDR 6E- Southwest Central,totwageYear,16882822
2017,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,49087845
2017,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,3727178
2017,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,863461
2017,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,189382077
2017,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12991422
2017,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,11016862
2016,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2078262459
2016,Crop Production,EDR 6E- Southwest Central,totwageYear,16332176
2016,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,47342363
2016,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,4136738
2016,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,168794332
2016,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12152618
2016,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,8088403
2015,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,2042117720
2015,Crop Production,EDR 6E- Southwest Central,totwageYear,16632335
2015,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51455195
2015,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,710764
2015,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,157637143
2015,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12004374
2015,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,8072128
2014,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1941843364
2014,Crop Production,EDR 6E- Southwest Central,totwageYear,15946038
2014,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51765273
2014,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,683202.3333333334
2014,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,153822406
2014,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12621381
2013,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1853730319
2013,Crop Production,EDR 6E- Southwest Central,totwageYear,15854276
2013,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51687811
2013,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,129814
2013,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,145862061
2013,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12910169
2012,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1802182423
2012,Crop Production,EDR 6E- Southwest Central,totwageYear,15055301
2012,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,51101025
2012,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,371046
2012,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,137807701
2012,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,19892597
2012,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,12018229
2011,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1751088559
2011,Crop Production,EDR 6E- Southwest Central,totwageYear,12543240
2011,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,48067709
2011,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,138476460
2011,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,16142025
2011,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10124037
2011,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,5204449
2010,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1694962298
2010,Crop Production,EDR 6E- Southwest Central,totwageYear,11797641
2010,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,43546407
2010,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,133810501
2010,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,13558252
2010,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10603005
2010,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,6165836
2009,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1700580408
2009,Crop Production,EDR 6E- Southwest Central,totwageYear,10838641
2009,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,44309066
2009,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,128838905
2009,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,10637162
2009,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10238307
2009,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,21761466
2008,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1781556748
2008,Crop Production,EDR 6E- Southwest Central,totwageYear,9971375
2008,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,41143754
2008,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,129132994
2008,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,10306729
2008,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,6099327
2007,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1745943157
2007,Crop Production,EDR 6E- Southwest Central,totwageYear,9147372
2007,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,40009781
2007,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,122655781
2007,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,9861593
2007,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,5562791
2006,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1678397230
2006,Crop Production,EDR 6E- Southwest Central,totwageYear,7516187
2006,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,37043855
2006,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,120806043
2006,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,9946789
2005,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1601625518
2005,Crop Production,EDR 6E- Southwest Central,totwageYear,1881893.6666666667
2005,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,35146225
2005,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,117635177
2005,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,8423115
2005,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,4179773.6666666665
2004,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1563823090
2004,Crop Production,EDR 6E- Southwest Central,totwageYear,1661564.6666666667
2004,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,34983853
2004,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,113888624
2004,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,7943888
2004,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,21046421
2003,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1497574164
2003,Crop Production,EDR 6E- Southwest Central,totwageYear,1697996
2003,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,33066916
2003,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,111750655
2003,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,7827769
2003,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,19898100
2002,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1449078219
2002,Crop Production,EDR 6E- Southwest Central,totwageYear,1585163.6666666667
2002,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,35008164
2002,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,4257043
2002,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,132110
2002,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,100800189
2002,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,8013848
2002,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,20521948
2001,"Total, All Industries",EDR 6E- Southwest Central,totwageYear,1396038107
2001,Crop Production,EDR 6E- Southwest Central,totwageYear,1179757
2001,Animal Production and Aquaculture,EDR 6E- Southwest Central,totwageYear,31902135
2001,Support Activities for Crop Production,EDR 6E- Southwest Central,totwageYear,4049763
2001,Support Activities for Animal Production,EDR 6E- Southwest Central,totwageYear,173295.5
2001,Food Manufacturing,EDR 6E- Southwest Central,totwageYear,94010206
2001,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,totwageYear,3247635
2001,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,8183993
2001,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,totwageYear,19178685
2018,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,685651639
2018,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,10137834
2018,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,5578668
2018,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,17536220
2018,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,6008783
2018,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,20779921
2017,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,653692160
2017,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,9357613
2017,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,6361424
2017,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,16516931
2017,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,5112069.666666667
2017,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,20630862
2017,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,3242831
2016,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,630451376
2016,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,8800928
2016,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,5432994
2016,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,16400618
2016,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,4645416
2016,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,21511228
2016,Farm Supplies Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,totwageYear,11627846
2015,"Total, All Industries",EDR 6W- Upper Minnesota Valley,totwageYear,612968327
2015,Crop Production,EDR 6W- Upper Minnesota Valley,totwageYear,8255655
2015,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,totwageYear,4324419
2015,Food Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,15033898
2015,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,totwageYear,17546335
