periodyear,naicstitle,areaname,wage.type,wages,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2009,"Total, All Industries",Cook,totwageYear,72003160,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2008,"Total, All Industries",Cook,totwageYear,73544678,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2007,"Total, All Industries",Cook,totwageYear,71701842,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2006,"Total, All Industries",Cook,totwageYear,70360123,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2005,"Total, All Industries",Cook,totwageYear,67963187,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2004,"Total, All Industries",Cook,totwageYear,65363932,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2003,"Total, All Industries",Cook,totwageYear,61111379,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2002,"Total, All Industries",Cook,totwageYear,59272271,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2001,"Total, All Industries",Cook,totwageYear,56727278,031,A,Entirely rural,EDR  3 - Arrowhead,Northeast Minnesota
2018,"Total, All Industries",Cottonwood,totwageYear,191678642,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Crop Production,Cottonwood,totwageYear,176484.33333333334,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Animal Production and Aquaculture,Cottonwood,totwageYear,7180362,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Support Activities for Crop Production,Cottonwood,totwageYear,430660,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,3021124,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,"Total, All Industries",Cottonwood,totwageYear,179718839,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Crop Production,Cottonwood,totwageYear,198200,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Animal Production and Aquaculture,Cottonwood,totwageYear,6852017,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Support Activities for Crop Production,Cottonwood,totwageYear,413338,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Food Manufacturing,Cottonwood,totwageYear,1458935,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2017,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,3072314,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,"Total, All Industries",Cottonwood,totwageYear,161530948,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,Crop Production,Cottonwood,totwageYear,255822,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,Animal Production and Aquaculture,Cottonwood,totwageYear,7899493,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,Support Activities for Crop Production,Cottonwood,totwageYear,374439,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2016,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,213082.66666666666,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,"Total, All Industries",Cottonwood,totwageYear,170039130,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Animal Production and Aquaculture,Cottonwood,totwageYear,7404621,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Support Activities for Crop Production,Cottonwood,totwageYear,364506,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Food Manufacturing,Cottonwood,totwageYear,10517777,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2015,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,3224996,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,"Total, All Industries",Cottonwood,totwageYear,159576417,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Animal Production and Aquaculture,Cottonwood,totwageYear,7125240,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Support Activities for Crop Production,Cottonwood,totwageYear,1458327,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Food Manufacturing,Cottonwood,totwageYear,2913361,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2014,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,3205294,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,"Total, All Industries",Cottonwood,totwageYear,156912547,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Crop Production,Cottonwood,totwageYear,179498.5,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Animal Production and Aquaculture,Cottonwood,totwageYear,6375039,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Support Activities for Crop Production,Cottonwood,totwageYear,337321.5,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2013,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,3149311,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,"Total, All Industries",Cottonwood,totwageYear,155659211,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Crop Production,Cottonwood,totwageYear,526406,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Animal Production and Aquaculture,Cottonwood,totwageYear,5854894,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Support Activities for Crop Production,Cottonwood,totwageYear,1073848,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2012,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,3017081,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,"Total, All Industries",Cottonwood,totwageYear,157194018,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Crop Production,Cottonwood,totwageYear,532013,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Animal Production and Aquaculture,Cottonwood,totwageYear,6396369,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Support Activities for Crop Production,Cottonwood,totwageYear,905681,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2011,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2907678,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,"Total, All Industries",Cottonwood,totwageYear,153021530,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,Crop Production,Cottonwood,totwageYear,670349,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,Animal Production and Aquaculture,Cottonwood,totwageYear,4958430,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2010,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2851783,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,"Total, All Industries",Cottonwood,totwageYear,145137103,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,Crop Production,Cottonwood,totwageYear,668062,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,Animal Production and Aquaculture,Cottonwood,totwageYear,4383549,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,1681023,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2009,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2782935,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,"Total, All Industries",Cottonwood,totwageYear,143937394,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,Crop Production,Cottonwood,totwageYear,174810,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,Animal Production and Aquaculture,Cottonwood,totwageYear,4209468,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,1939375,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2008,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2780153,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,"Total, All Industries",Cottonwood,totwageYear,141354877,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,Crop Production,Cottonwood,totwageYear,178330,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,Animal Production and Aquaculture,Cottonwood,totwageYear,3667324,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,1937121,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2007,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2712676,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,"Total, All Industries",Cottonwood,totwageYear,136269778,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,Animal Production and Aquaculture,Cottonwood,totwageYear,3490648,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,1894247,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2006,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2670102,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,"Total, All Industries",Cottonwood,totwageYear,123245367,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,Crop Production,Cottonwood,totwageYear,117614.5,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,Animal Production and Aquaculture,Cottonwood,totwageYear,3441336,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,1918053,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2005,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2656141,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,"Total, All Industries",Cottonwood,totwageYear,121076333,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,Crop Production,Cottonwood,totwageYear,96826,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,Animal Production and Aquaculture,Cottonwood,totwageYear,2856229,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,2082654,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2004,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,2626870,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,"Total, All Industries",Cottonwood,totwageYear,122873256,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,Animal Production and Aquaculture,Cottonwood,totwageYear,2579797,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,1932229,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2003,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,751284,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,"Total, All Industries",Cottonwood,totwageYear,113830445,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,Animal Production and Aquaculture,Cottonwood,totwageYear,2138115,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,Food Manufacturing,Cottonwood,totwageYear,2290277,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,1620953,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2002,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,892227,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,"Total, All Industries",Cottonwood,totwageYear,108678587,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,Animal Production and Aquaculture,Cottonwood,totwageYear,1745939,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,Food Manufacturing,Cottonwood,totwageYear,2263590,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,Farm Product Raw Material Merchant Wholesalers,Cottonwood,totwageYear,2105674,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2001,Farm Supplies Merchant Wholesalers,Cottonwood,totwageYear,693850,033,B,Town/rural mix,EDR  8 - Southwest,Southwest Minnesota
2018,"Total, All Industries",Crow Wing,totwageYear,1201820232,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,Crop Production,Crow Wing,totwageYear,70330,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,Animal Production and Aquaculture,Crow Wing,totwageYear,469987,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,"Total, All Industries",Crow Wing,totwageYear,1154425428,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,Crop Production,Crow Wing,totwageYear,85000.5,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,Animal Production and Aquaculture,Crow Wing,totwageYear,605543,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2017,Food Manufacturing,Crow Wing,totwageYear,548259.3333333334,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,"Total, All Industries",Crow Wing,totwageYear,1107279048,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,Crop Production,Crow Wing,totwageYear,121942.66666666667,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,Animal Production and Aquaculture,Crow Wing,totwageYear,604358,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2016,Food Manufacturing,Crow Wing,totwageYear,1566003,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,"Total, All Industries",Crow Wing,totwageYear,1053598935,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,Crop Production,Crow Wing,totwageYear,108501.33333333333,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,Animal Production and Aquaculture,Crow Wing,totwageYear,562847,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2015,Food Manufacturing,Crow Wing,totwageYear,1137989,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,"Total, All Industries",Crow Wing,totwageYear,995256519,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,Crop Production,Crow Wing,totwageYear,342954,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,Animal Production and Aquaculture,Crow Wing,totwageYear,152646.5,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2014,Food Manufacturing,Crow Wing,totwageYear,1087453,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,"Total, All Industries",Crow Wing,totwageYear,942778592,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,Crop Production,Crow Wing,totwageYear,322256,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2013,Food Manufacturing,Crow Wing,totwageYear,799705,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,"Total, All Industries",Crow Wing,totwageYear,906176068,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,Crop Production,Crow Wing,totwageYear,115661.66666666667,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2012,Food Manufacturing,Crow Wing,totwageYear,732000,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,"Total, All Industries",Crow Wing,totwageYear,884347381,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,Crop Production,Crow Wing,totwageYear,85318.66666666667,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,Animal Production and Aquaculture,Crow Wing,totwageYear,58097,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2011,Food Manufacturing,Crow Wing,totwageYear,734024,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2010,"Total, All Industries",Crow Wing,totwageYear,862907282,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2010,Crop Production,Crow Wing,totwageYear,97165,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2010,Food Manufacturing,Crow Wing,totwageYear,644102,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2009,"Total, All Industries",Crow Wing,totwageYear,846704822,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2009,Crop Production,Crow Wing,totwageYear,128766,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2009,Food Manufacturing,Crow Wing,totwageYear,583034,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2008,"Total, All Industries",Crow Wing,totwageYear,885526644,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2008,Food Manufacturing,Crow Wing,totwageYear,660470,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2007,"Total, All Industries",Crow Wing,totwageYear,882619686,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2007,Crop Production,Crow Wing,totwageYear,21210,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2007,Food Manufacturing,Crow Wing,totwageYear,581721,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2006,"Total, All Industries",Crow Wing,totwageYear,859433132,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2006,Food Manufacturing,Crow Wing,totwageYear,576213,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2005,"Total, All Industries",Crow Wing,totwageYear,809570587,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2005,Food Manufacturing,Crow Wing,totwageYear,445578,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2004,"Total, All Industries",Crow Wing,totwageYear,802958265,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2003,"Total, All Industries",Crow Wing,totwageYear,758017386,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2002,"Total, All Industries",Crow Wing,totwageYear,747553186,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2001,"Total, All Industries",Crow Wing,totwageYear,711880508,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2001,Food Manufacturing,Crow Wing,totwageYear,90712.66666666667,035,B,Town/rural mix,EDR  5 - North Central,Northwest Minnesota
2018,"Total, All Industries",Dakota,totwageYear,10755511391,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Crop Production,Dakota,totwageYear,23176147,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Animal Production and Aquaculture,Dakota,totwageYear,2538349,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Support Activities for Animal Production,Dakota,totwageYear,958867,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Food Manufacturing,Dakota,totwageYear,128661698,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Agricultural Implement Manufacturing,Dakota,totwageYear,5099620,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,50920246,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,9759592,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,"Total, All Industries",Dakota,totwageYear,9972857418,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Crop Production,Dakota,totwageYear,22461886,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Animal Production and Aquaculture,Dakota,totwageYear,2536627,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Support Activities for Animal Production,Dakota,totwageYear,235587,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Food Manufacturing,Dakota,totwageYear,128877889,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Agricultural Implement Manufacturing,Dakota,totwageYear,4979509,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,219540254,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,9032182,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,"Total, All Industries",Dakota,totwageYear,9683993527,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Crop Production,Dakota,totwageYear,20450142,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Animal Production and Aquaculture,Dakota,totwageYear,2004236,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Food Manufacturing,Dakota,totwageYear,141006633,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Agricultural Implement Manufacturing,Dakota,totwageYear,4883827,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,184300510,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,2037129.3333333333,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,"Total, All Industries",Dakota,totwageYear,9464706774,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Crop Production,Dakota,totwageYear,18404985,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Animal Production and Aquaculture,Dakota,totwageYear,2773003,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Food Manufacturing,Dakota,totwageYear,140904745,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Agricultural Implement Manufacturing,Dakota,totwageYear,4531603,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,209009487,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,8741584,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,"Total, All Industries",Dakota,totwageYear,8988265599,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Crop Production,Dakota,totwageYear,17380759,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Animal Production and Aquaculture,Dakota,totwageYear,2519733,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Food Manufacturing,Dakota,totwageYear,149003274,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Agricultural Implement Manufacturing,Dakota,totwageYear,5614057,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,183014498,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,7161861,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,"Total, All Industries",Dakota,totwageYear,8548917033,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Crop Production,Dakota,totwageYear,15941082,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Animal Production and Aquaculture,Dakota,totwageYear,1687640,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Food Manufacturing,Dakota,totwageYear,148882322,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Agricultural Implement Manufacturing,Dakota,totwageYear,4963521,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,157649656,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,6172808,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,"Total, All Industries",Dakota,totwageYear,8231795472,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,Crop Production,Dakota,totwageYear,15574760,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,Animal Production and Aquaculture,Dakota,totwageYear,1642997,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,Support Activities for Animal Production,Dakota,totwageYear,144075,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,Food Manufacturing,Dakota,totwageYear,115627502,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,Agricultural Implement Manufacturing,Dakota,totwageYear,4870112,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,149153834,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2012,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,5614861,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,"Total, All Industries",Dakota,totwageYear,7907076528,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,Crop Production,Dakota,totwageYear,13906993,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,Animal Production and Aquaculture,Dakota,totwageYear,285413,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,Support Activities for Animal Production,Dakota,totwageYear,171227,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,Food Manufacturing,Dakota,totwageYear,123992615,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,Farm Product Raw Material Merchant Wholesalers,Dakota,totwageYear,170157435,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2011,Farm Supplies Merchant Wholesalers,Dakota,totwageYear,5262908,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2010,"Total, All Industries",Dakota,totwageYear,7668370426,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
