periodyear,naicstitle,areaname,emp.type,emp,agrelated.emp
2003,Agricultural Implement Manufacturing,EDR  4 - West Central,empYear,87,4742.333333333333
2003,Farm Product Raw Material Merchant Wholesalers,EDR  4 - West Central,empYear,516,4742.333333333333
2003,Farm Supplies Merchant Wholesalers,EDR  4 - West Central,empYear,345,4742.333333333333
2002,Crop Production,EDR  4 - West Central,empYear,499,4838
2002,Animal Production and Aquaculture,EDR  4 - West Central,empYear,789,4838
2002,Support Activities for Crop Production,EDR  4 - West Central,empYear,154,4838
2002,Support Activities for Animal Production,EDR  4 - West Central,empYear,20,4838
2002,Food Manufacturing,EDR  4 - West Central,empYear,2408,4838
2002,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR  4 - West Central,empYear,9,4838
2002,Agricultural Implement Manufacturing,EDR  4 - West Central,empYear,84,4838
2002,Farm Product Raw Material Merchant Wholesalers,EDR  4 - West Central,empYear,473,4838
2002,Farm Supplies Merchant Wholesalers,EDR  4 - West Central,empYear,402,4838
2001,Crop Production,EDR  4 - West Central,empYear,447,4926.666666666667
2001,Animal Production and Aquaculture,EDR  4 - West Central,empYear,835,4926.666666666667
2001,Support Activities for Crop Production,EDR  4 - West Central,empYear,142,4926.666666666667
2001,Support Activities for Animal Production,EDR  4 - West Central,empYear,20.666666666666668,4926.666666666667
2001,Food Manufacturing,EDR  4 - West Central,empYear,2531,4926.666666666667
2001,Agricultural Implement Manufacturing,EDR  4 - West Central,empYear,88,4926.666666666667
2001,Farm Product Raw Material Merchant Wholesalers,EDR  4 - West Central,empYear,495,4926.666666666667
2001,Farm Supplies Merchant Wholesalers,EDR  4 - West Central,empYear,368,4926.666666666667
2018,Crop Production,EDR  5 - North Central,empYear,133,2485
2018,Animal Production and Aquaculture,EDR  5 - North Central,empYear,494,2485
2018,Support Activities for Crop Production,EDR  5 - North Central,empYear,39,2485
2018,Food Manufacturing,EDR  5 - North Central,empYear,1698,2485
2018,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,49,2485
2018,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,72,2485
2017,Crop Production,EDR  5 - North Central,empYear,142,2463
2017,Animal Production and Aquaculture,EDR  5 - North Central,empYear,515,2463
2017,Support Activities for Crop Production,EDR  5 - North Central,empYear,37,2463
2017,Support Activities for Animal Production,EDR  5 - North Central,empYear,12,2463
2017,Food Manufacturing,EDR  5 - North Central,empYear,1637,2463
2017,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,48,2463
2017,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,72,2463
2016,Crop Production,EDR  5 - North Central,empYear,150,2402
2016,Animal Production and Aquaculture,EDR  5 - North Central,empYear,542,2402
2016,Support Activities for Crop Production,EDR  5 - North Central,empYear,30,2402
2016,Food Manufacturing,EDR  5 - North Central,empYear,1554,2402
2016,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,53,2402
2016,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,73,2402
2015,Crop Production,EDR  5 - North Central,empYear,130,2322
2015,Animal Production and Aquaculture,EDR  5 - North Central,empYear,490,2322
2015,Support Activities for Crop Production,EDR  5 - North Central,empYear,27,2322
2015,Food Manufacturing,EDR  5 - North Central,empYear,1544,2322
2015,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,56,2322
2015,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,75,2322
2014,Crop Production,EDR  5 - North Central,empYear,130,2461
2014,Animal Production and Aquaculture,EDR  5 - North Central,empYear,472,2461
2014,Support Activities for Crop Production,EDR  5 - North Central,empYear,30,2461
2014,Food Manufacturing,EDR  5 - North Central,empYear,1510,2461
2014,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,57,2461
2014,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,262,2461
2013,Crop Production,EDR  5 - North Central,empYear,134,2403
2013,Animal Production and Aquaculture,EDR  5 - North Central,empYear,469,2403
2013,Support Activities for Crop Production,EDR  5 - North Central,empYear,28,2403
2013,Food Manufacturing,EDR  5 - North Central,empYear,1476,2403
2013,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,61,2403
2013,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,235,2403
2012,Crop Production,EDR  5 - North Central,empYear,159,2353.3333333333335
2012,Animal Production and Aquaculture,EDR  5 - North Central,empYear,438,2353.3333333333335
2012,Support Activities for Crop Production,EDR  5 - North Central,empYear,26.333333333333332,2353.3333333333335
2012,Food Manufacturing,EDR  5 - North Central,empYear,1455,2353.3333333333335
2012,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,47,2353.3333333333335
2012,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,228,2353.3333333333335
2011,Crop Production,EDR  5 - North Central,empYear,140,2269
2011,Animal Production and Aquaculture,EDR  5 - North Central,empYear,392,2269
2011,Support Activities for Crop Production,EDR  5 - North Central,empYear,25,2269
2011,Food Manufacturing,EDR  5 - North Central,empYear,1445,2269
2011,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,46,2269
2011,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,221,2269
2010,Crop Production,EDR  5 - North Central,empYear,150,2196
2010,Animal Production and Aquaculture,EDR  5 - North Central,empYear,370,2196
2010,Support Activities for Animal Production,EDR  5 - North Central,empYear,28,2196
2010,Food Manufacturing,EDR  5 - North Central,empYear,1400,2196
2010,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,50,2196
2010,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,198,2196
2009,Crop Production,EDR  5 - North Central,empYear,160,2083
2009,Animal Production and Aquaculture,EDR  5 - North Central,empYear,361,2083
2009,Support Activities for Animal Production,EDR  5 - North Central,empYear,29,2083
2009,Food Manufacturing,EDR  5 - North Central,empYear,1292,2083
2009,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,45,2083
2009,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,196,2083
2008,Crop Production,EDR  5 - North Central,empYear,134,2084
2008,Animal Production and Aquaculture,EDR  5 - North Central,empYear,356,2084
2008,Support Activities for Crop Production,EDR  5 - North Central,empYear,19,2084
2008,Support Activities for Animal Production,EDR  5 - North Central,empYear,14,2084
2008,Food Manufacturing,EDR  5 - North Central,empYear,1318,2084
2008,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,51,2084
2008,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,192,2084
2007,Crop Production,EDR  5 - North Central,empYear,150,2087.3333333333335
2007,Animal Production and Aquaculture,EDR  5 - North Central,empYear,360,2087.3333333333335
2007,Support Activities for Crop Production,EDR  5 - North Central,empYear,15.333333333333334,2087.3333333333335
2007,Support Activities for Animal Production,EDR  5 - North Central,empYear,14,2087.3333333333335
2007,Food Manufacturing,EDR  5 - North Central,empYear,1329,2087.3333333333335
2007,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,50,2087.3333333333335
2007,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,169,2087.3333333333335
2006,Crop Production,EDR  5 - North Central,empYear,152,2017
2006,Animal Production and Aquaculture,EDR  5 - North Central,empYear,322,2017
2006,Support Activities for Crop Production,EDR  5 - North Central,empYear,14.666666666666666,2017
2006,Support Activities for Animal Production,EDR  5 - North Central,empYear,14.333333333333334,2017
2006,Food Manufacturing,EDR  5 - North Central,empYear,1297,2017
2006,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,52,2017
2006,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,165,2017
2005,Crop Production,EDR  5 - North Central,empYear,163,2020
2005,Animal Production and Aquaculture,EDR  5 - North Central,empYear,288,2020
2005,Support Activities for Crop Production,EDR  5 - North Central,empYear,19,2020
2005,Support Activities for Animal Production,EDR  5 - North Central,empYear,15,2020
2005,Food Manufacturing,EDR  5 - North Central,empYear,1327,2020
2005,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,53,2020
2005,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,155,2020
2004,Crop Production,EDR  5 - North Central,empYear,189,2038
2004,Animal Production and Aquaculture,EDR  5 - North Central,empYear,251,2038
2004,Support Activities for Crop Production,EDR  5 - North Central,empYear,17,2038
2004,Support Activities for Animal Production,EDR  5 - North Central,empYear,16,2038
2004,Food Manufacturing,EDR  5 - North Central,empYear,1325,2038
2004,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,65,2038
2004,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,175,2038
2003,Crop Production,EDR  5 - North Central,empYear,150,1947
2003,Animal Production and Aquaculture,EDR  5 - North Central,empYear,242,1947
2003,Food Manufacturing,EDR  5 - North Central,empYear,1327,1947
2003,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,65,1947
2003,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,163,1947
2002,Crop Production,EDR  5 - North Central,empYear,138,1908
2002,Animal Production and Aquaculture,EDR  5 - North Central,empYear,228,1908
2002,Food Manufacturing,EDR  5 - North Central,empYear,1319,1908
2002,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,63,1908
2002,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,160,1908
2001,Crop Production,EDR  5 - North Central,empYear,134,1875
2001,Animal Production and Aquaculture,EDR  5 - North Central,empYear,250,1875
2001,Support Activities for Crop Production,EDR  5 - North Central,empYear,24,1875
2001,Food Manufacturing,EDR  5 - North Central,empYear,1216,1875
2001,Farm Product Raw Material Merchant Wholesalers,EDR  5 - North Central,empYear,73,1875
2001,Farm Supplies Merchant Wholesalers,EDR  5 - North Central,empYear,178,1875
2018,Crop Production,EDR  6E- Southwest Central,empYear,431,6498
2018,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1280,6498
2018,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,117,6498
2018,Support Activities for Animal Production,EDR  6E- Southwest Central,empYear,40,6498
2018,Food Manufacturing,EDR  6E- Southwest Central,empYear,3892,6498
2018,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,191,6498
2018,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,547,6498
2017,Crop Production,EDR  6E- Southwest Central,empYear,450,6530
2017,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1292,6530
2017,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,111,6530
2017,Support Activities for Animal Production,EDR  6E- Southwest Central,empYear,21,6530
2017,Food Manufacturing,EDR  6E- Southwest Central,empYear,3895,6530
2017,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,210,6530
2017,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,551,6530
2016,Crop Production,EDR  6E- Southwest Central,empYear,438,6027
2016,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1279,6027
2016,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,131,6027
2016,Food Manufacturing,EDR  6E- Southwest Central,empYear,3384,6027
2016,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,225,6027
2016,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,570,6027
2015,Crop Production,EDR  6E- Southwest Central,empYear,443,6221
2015,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1502,6221
2015,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,91,6221
2015,Food Manufacturing,EDR  6E- Southwest Central,empYear,3378,6221
2015,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,225,6221
2015,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,582,6221
2014,Crop Production,EDR  6E- Southwest Central,empYear,438,5725
2014,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1561,5725
2014,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,84,5725
2014,Food Manufacturing,EDR  6E- Southwest Central,empYear,3388,5725
2014,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,254,5725
2013,Crop Production,EDR  6E- Southwest Central,empYear,457,5720
2013,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1593,5720
2013,Support Activities for Animal Production,EDR  6E- Southwest Central,empYear,9,5720
2013,Food Manufacturing,EDR  6E- Southwest Central,empYear,3406,5720
2013,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,255,5720
2012,Crop Production,EDR  6E- Southwest Central,empYear,479,6033
2012,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1589,6033
2012,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,43,6033
2012,Food Manufacturing,EDR  6E- Southwest Central,empYear,3202,6033
2012,Agricultural Implement Manufacturing,EDR  6E- Southwest Central,empYear,479,6033
2012,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,241,6033
2011,Crop Production,EDR  6E- Southwest Central,empYear,444,6162
2011,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1479,6162
2011,Food Manufacturing,EDR  6E- Southwest Central,empYear,3190,6162
2011,Agricultural Implement Manufacturing,EDR  6E- Southwest Central,empYear,386,6162
2011,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,224,6162
2011,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,439,6162
2010,Crop Production,EDR  6E- Southwest Central,empYear,442,6004
2010,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1393,6004
2010,Food Manufacturing,EDR  6E- Southwest Central,empYear,3188,6004
2010,Agricultural Implement Manufacturing,EDR  6E- Southwest Central,empYear,336,6004
2010,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,243,6004
2010,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,402,6004
2009,Crop Production,EDR  6E- Southwest Central,empYear,415,5908
2009,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1323,5908
2009,Food Manufacturing,EDR  6E- Southwest Central,empYear,3188,5908
2009,Agricultural Implement Manufacturing,EDR  6E- Southwest Central,empYear,272,5908
2009,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,240,5908
2009,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,470,5908
2008,Crop Production,EDR  6E- Southwest Central,empYear,409,5978
2008,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1345,5978
2008,Food Manufacturing,EDR  6E- Southwest Central,empYear,3480,5978
2008,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,262,5978
2008,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,482,5978
2007,Crop Production,EDR  6E- Southwest Central,empYear,413,5741
2007,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1304,5741
2007,Food Manufacturing,EDR  6E- Southwest Central,empYear,3284,5741
2007,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,268,5741
2007,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,472,5741
2006,Crop Production,EDR  6E- Southwest Central,empYear,389,5243
2006,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1282,5243
2006,Food Manufacturing,EDR  6E- Southwest Central,empYear,3301,5243
2006,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,271,5243
2005,Crop Production,EDR  6E- Southwest Central,empYear,378.6666666666667,5630
2005,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1262,5630
2005,Food Manufacturing,EDR  6E- Southwest Central,empYear,3284,5630
2005,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,243,5630
2005,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,462.3333333333333,5630
2004,Crop Production,EDR  6E- Southwest Central,empYear,391,5778
2004,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1253,5778
2004,Food Manufacturing,EDR  6E- Southwest Central,empYear,3372,5778
2004,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,251,5778
2004,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,511,5778
2003,Crop Production,EDR  6E- Southwest Central,empYear,389,5818
2003,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1300,5818
2003,Food Manufacturing,EDR  6E- Southwest Central,empYear,3408,5818
2003,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,262,5818
2003,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,459,5818
2002,Crop Production,EDR  6E- Southwest Central,empYear,367.6666666666667,5865.666666666667
2002,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1319,5865.666666666667
2002,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,176,5865.666666666667
2002,Support Activities for Animal Production,EDR  6E- Southwest Central,empYear,33,5865.666666666667
2002,Food Manufacturing,EDR  6E- Southwest Central,empYear,3261,5865.666666666667
2002,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,273,5865.666666666667
2002,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,436,5865.666666666667
2001,Crop Production,EDR  6E- Southwest Central,empYear,331.5,6017.5
2001,Animal Production and Aquaculture,EDR  6E- Southwest Central,empYear,1280,6017.5
2001,Support Activities for Crop Production,EDR  6E- Southwest Central,empYear,173,6017.5
2001,Support Activities for Animal Production,EDR  6E- Southwest Central,empYear,43,6017.5
2001,Food Manufacturing,EDR  6E- Southwest Central,empYear,3220,6017.5
2001,Agricultural Implement Manufacturing,EDR  6E- Southwest Central,empYear,281,6017.5
2001,Farm Product Raw Material Merchant Wholesalers,EDR  6E- Southwest Central,empYear,293,6017.5
2001,Farm Supplies Merchant Wholesalers,EDR  6E- Southwest Central,empYear,396,6017.5
2018,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,247,1530
2018,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,139,1530
2018,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,417,1530
2018,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,383,1530
2018,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,344,1530
2017,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,231,1803
2017,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,170,1803
2017,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,411,1803
2017,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,336,1803
2017,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,363,1803
2017,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,292,1803
2016,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,217,1722.5
2016,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,154,1722.5
2016,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,411,1722.5
2016,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,321.5,1722.5
2016,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,378,1722.5
2016,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,241,1722.5
2015,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,213,1525
2015,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,125,1525
2015,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,392,1525
2015,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,383,1525
2015,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,412,1525
2014,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,213,1542
2014,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,125,1542
2014,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,425,1542
2014,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,362,1542
2014,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,417,1542
2013,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,194,1866
2013,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,182,1866
2013,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,431,1866
2013,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,387,1866
2013,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,423,1866
2013,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,249,1866
2012,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,179,2037
2012,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,160,2037
2012,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,83,2037
2012,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,526,2037
2012,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,430,2037
2012,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,413,2037
2012,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,246,2037
2011,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,160,2139
2011,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,253,2139
2011,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,562,2139
2011,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,447,2139
2011,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,425,2139
2011,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,292,2139
2010,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,151,2253.3333333333335
2010,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,219,2253.3333333333335
2010,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,662,2253.3333333333335
2010,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,480,2253.3333333333335
2010,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,449,2253.3333333333335
2010,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,292.3333333333333,2253.3333333333335
2009,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,142,2224.5
2009,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,224,2224.5
2009,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,47.5,2224.5
2009,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,615,2224.5
2009,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,539,2224.5
2009,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,422,2224.5
2009,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,235,2224.5
2008,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,150,2122
2008,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,147,2122
2008,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,633,2122
2008,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,479,2122
2008,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,465,2122
2008,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,248,2122
2007,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,145,2170.6666666666665
2007,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,161,2170.6666666666665
2007,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,24.666666666666668,2170.6666666666665
2007,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,653,2170.6666666666665
2007,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,487,2170.6666666666665
2007,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,450,2170.6666666666665
2007,Farm Supplies Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,250,2170.6666666666665
2006,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,156,1914
2006,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,143,1914
2006,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,24,1914
2006,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,632,1914
2006,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,518,1914
2006,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,441,1914
2005,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,137,1870
2005,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,133,1870
2005,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,14,1870
2005,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,608,1870
2005,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,539,1870
2005,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,439,1870
2004,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,142,1880
2004,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,158,1880
2004,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,10,1880
2004,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,631,1880
2004,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,518,1880
2004,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,421,1880
2003,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,129,1758
2003,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,153,1758
2003,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,9,1758
2003,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,620,1758
2003,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,454,1758
2003,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,393,1758
2002,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,128,1818
2002,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,148,1818
2002,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,10,1818
2002,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,651,1818
2002,Agricultural Implement Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,490,1818
2002,Farm Product Raw Material Merchant Wholesalers,EDR  6W- Upper Minnesota Valley,empYear,391,1818
2001,Crop Production,EDR  6W- Upper Minnesota Valley,empYear,142,1875
2001,Animal Production and Aquaculture,EDR  6W- Upper Minnesota Valley,empYear,138,1875
2001,Support Activities for Crop Production,EDR  6W- Upper Minnesota Valley,empYear,13,1875
2001,Food Manufacturing,EDR  6W- Upper Minnesota Valley,empYear,626,1875
