periodyear,naicstitle,edr,emp.break,emp,planning.region
2011,Support Activities for Animal Production,EDR 4 - West Central,empYear,23,Northwest
2011,Food Manufacturing,EDR 4 - West Central,empYear,2666,Northwest
2011,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,50,Northwest
2011,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,719,Northwest
2011,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,354,Northwest
2010,"Total, All Industries",EDR 4 - West Central,empYear,83026,Northwest
2010,Crop Production,EDR 4 - West Central,empYear,760,Northwest
2010,Animal Production and Aquaculture,EDR 4 - West Central,empYear,998,Northwest
2010,Support Activities for Crop Production,EDR 4 - West Central,empYear,278,Northwest
2010,Food Manufacturing,EDR 4 - West Central,empYear,2622,Northwest
2010,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,47,Northwest
2010,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,701,Northwest
2010,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,351,Northwest
2009,"Total, All Industries",EDR 4 - West Central,empYear,82940,Northwest
2009,Crop Production,EDR 4 - West Central,empYear,731,Northwest
2009,Animal Production and Aquaculture,EDR 4 - West Central,empYear,971,Northwest
2009,Support Activities for Crop Production,EDR 4 - West Central,empYear,255,Northwest
2009,Food Manufacturing,EDR 4 - West Central,empYear,2513,Northwest
2009,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,14,Northwest
2009,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,40,Northwest
2009,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,691,Northwest
2009,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,374,Northwest
2008,"Total, All Industries",EDR 4 - West Central,empYear,84628,Northwest
2008,Crop Production,EDR 4 - West Central,empYear,770,Northwest
2008,Animal Production and Aquaculture,EDR 4 - West Central,empYear,948,Northwest
2008,Support Activities for Crop Production,EDR 4 - West Central,empYear,270,Northwest
2008,Food Manufacturing,EDR 4 - West Central,empYear,2413,Northwest
2008,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,15,Northwest
2008,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,640,Northwest
2008,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,350,Northwest
2007,"Total, All Industries",EDR 4 - West Central,empYear,84115,Northwest
2007,Crop Production,EDR 4 - West Central,empYear,713,Northwest
2007,Animal Production and Aquaculture,EDR 4 - West Central,empYear,884,Northwest
2007,Support Activities for Crop Production,EDR 4 - West Central,empYear,239,Northwest
2007,Food Manufacturing,EDR 4 - West Central,empYear,2324,Northwest
2007,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,14,Northwest
2007,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,35,Northwest
2007,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,548,Northwest
2007,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,356,Northwest
2006,"Total, All Industries",EDR 4 - West Central,empYear,83849,Northwest
2006,Crop Production,EDR 4 - West Central,empYear,654,Northwest
2006,Animal Production and Aquaculture,EDR 4 - West Central,empYear,850,Northwest
2006,Support Activities for Crop Production,EDR 4 - West Central,empYear,226,Northwest
2006,Food Manufacturing,EDR 4 - West Central,empYear,2251,Northwest
2006,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,20,Northwest
2006,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,642,Northwest
2006,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,280,Northwest
2005,"Total, All Industries",EDR 4 - West Central,empYear,82589,Northwest
2005,Crop Production,EDR 4 - West Central,empYear,606,Northwest
2005,Animal Production and Aquaculture,EDR 4 - West Central,empYear,761,Northwest
2005,Support Activities for Crop Production,EDR 4 - West Central,empYear,204,Northwest
2005,Food Manufacturing,EDR 4 - West Central,empYear,2152,Northwest
2005,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,23,Northwest
2005,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,88,Northwest
2005,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,594,Northwest
2005,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,268,Northwest
2004,"Total, All Industries",EDR 4 - West Central,empYear,81963,Northwest
2004,Crop Production,EDR 4 - West Central,empYear,602,Northwest
2004,Animal Production and Aquaculture,EDR 4 - West Central,empYear,759,Northwest
2004,Support Activities for Crop Production,EDR 4 - West Central,empYear,207,Northwest
2004,Food Manufacturing,EDR 4 - West Central,empYear,2292,Northwest
2004,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,17,Northwest
2004,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,88,Northwest
2004,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,556,Northwest
2004,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,281,Northwest
2003,"Total, All Industries",EDR 4 - West Central,empYear,80728,Northwest
2003,Crop Production,EDR 4 - West Central,empYear,547,Northwest
2003,Animal Production and Aquaculture,EDR 4 - West Central,empYear,736,Northwest
2003,Support Activities for Crop Production,EDR 4 - West Central,empYear,179,Northwest
2003,Food Manufacturing,EDR 4 - West Central,empYear,2323,Northwest
2003,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,6,Northwest
2003,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,87,Northwest
2003,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,516,Northwest
2003,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,345,Northwest
2002,"Total, All Industries",EDR 4 - West Central,empYear,79876,Northwest
2002,Crop Production,EDR 4 - West Central,empYear,499,Northwest
2002,Animal Production and Aquaculture,EDR 4 - West Central,empYear,789,Northwest
2002,Support Activities for Crop Production,EDR 4 - West Central,empYear,154,Northwest
2002,Support Activities for Animal Production,EDR 4 - West Central,empYear,20,Northwest
2002,Food Manufacturing,EDR 4 - West Central,empYear,2408,Northwest
2002,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",EDR 4 - West Central,empYear,4,Northwest
2002,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,84,Northwest
2002,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,473,Northwest
2002,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,402,Northwest
2001,"Total, All Industries",EDR 4 - West Central,empYear,78884,Northwest
2001,Crop Production,EDR 4 - West Central,empYear,447,Northwest
2001,Animal Production and Aquaculture,EDR 4 - West Central,empYear,835,Northwest
2001,Support Activities for Crop Production,EDR 4 - West Central,empYear,142,Northwest
2001,Support Activities for Animal Production,EDR 4 - West Central,empYear,12,Northwest
2001,Food Manufacturing,EDR 4 - West Central,empYear,2531,Northwest
2001,Agricultural Implement Manufacturing,EDR 4 - West Central,empYear,88,Northwest
2001,Farm Product Raw Material Merchant Wholesalers,EDR 4 - West Central,empYear,495,Northwest
2001,Farm Supplies Merchant Wholesalers,EDR 4 - West Central,empYear,368,Northwest
2018,"Total, All Industries",EDR 5 - North Central,empYear,62966,Northwest
2018,Crop Production,EDR 5 - North Central,empYear,133,Northwest
2018,Animal Production and Aquaculture,EDR 5 - North Central,empYear,493,Northwest
2018,Support Activities for Crop Production,EDR 5 - North Central,empYear,39,Northwest
2018,Food Manufacturing,EDR 5 - North Central,empYear,1698,Northwest
2018,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,49,Northwest
2018,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,72,Northwest
2017,"Total, All Industries",EDR 5 - North Central,empYear,62668,Northwest
2017,Crop Production,EDR 5 - North Central,empYear,142,Northwest
2017,Animal Production and Aquaculture,EDR 5 - North Central,empYear,515,Northwest
2017,Support Activities for Crop Production,EDR 5 - North Central,empYear,37,Northwest
2017,Support Activities for Animal Production,EDR 5 - North Central,empYear,12,Northwest
2017,Food Manufacturing,EDR 5 - North Central,empYear,1637,Northwest
2017,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,48,Northwest
2017,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,72,Northwest
2016,"Total, All Industries",EDR 5 - North Central,empYear,61837,Northwest
2016,Crop Production,EDR 5 - North Central,empYear,150,Northwest
2016,Animal Production and Aquaculture,EDR 5 - North Central,empYear,542,Northwest
2016,Support Activities for Crop Production,EDR 5 - North Central,empYear,30,Northwest
2016,Food Manufacturing,EDR 5 - North Central,empYear,1554,Northwest
2016,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,53,Northwest
2016,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,73,Northwest
2015,"Total, All Industries",EDR 5 - North Central,empYear,61103,Northwest
2015,Crop Production,EDR 5 - North Central,empYear,130,Northwest
2015,Animal Production and Aquaculture,EDR 5 - North Central,empYear,490,Northwest
2015,Support Activities for Crop Production,EDR 5 - North Central,empYear,27,Northwest
2015,Food Manufacturing,EDR 5 - North Central,empYear,1544,Northwest
2015,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,56,Northwest
2015,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,75,Northwest
2014,"Total, All Industries",EDR 5 - North Central,empYear,60543,Northwest
2014,Crop Production,EDR 5 - North Central,empYear,130,Northwest
2014,Animal Production and Aquaculture,EDR 5 - North Central,empYear,472,Northwest
2014,Support Activities for Crop Production,EDR 5 - North Central,empYear,30,Northwest
2014,Food Manufacturing,EDR 5 - North Central,empYear,1510,Northwest
2014,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,57,Northwest
2014,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,262,Northwest
2013,"Total, All Industries",EDR 5 - North Central,empYear,59991,Northwest
2013,Crop Production,EDR 5 - North Central,empYear,134,Northwest
2013,Animal Production and Aquaculture,EDR 5 - North Central,empYear,469,Northwest
2013,Support Activities for Crop Production,EDR 5 - North Central,empYear,28,Northwest
2013,Food Manufacturing,EDR 5 - North Central,empYear,1476,Northwest
2013,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,61,Northwest
2013,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,235,Northwest
2012,"Total, All Industries",EDR 5 - North Central,empYear,59055,Northwest
2012,Crop Production,EDR 5 - North Central,empYear,159,Northwest
2012,Animal Production and Aquaculture,EDR 5 - North Central,empYear,438,Northwest
2012,Support Activities for Crop Production,EDR 5 - North Central,empYear,16,Northwest
2012,Food Manufacturing,EDR 5 - North Central,empYear,1455,Northwest
2012,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,47,Northwest
2012,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,228,Northwest
2011,"Total, All Industries",EDR 5 - North Central,empYear,59795,Northwest
2011,Crop Production,EDR 5 - North Central,empYear,140,Northwest
2011,Animal Production and Aquaculture,EDR 5 - North Central,empYear,392,Northwest
2011,Support Activities for Crop Production,EDR 5 - North Central,empYear,15,Northwest
2011,Food Manufacturing,EDR 5 - North Central,empYear,1445,Northwest
2011,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,46,Northwest
2011,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,221,Northwest
2010,"Total, All Industries",EDR 5 - North Central,empYear,59650,Northwest
2010,Crop Production,EDR 5 - North Central,empYear,150,Northwest
2010,Animal Production and Aquaculture,EDR 5 - North Central,empYear,370,Northwest
2010,Support Activities for Animal Production,EDR 5 - North Central,empYear,28,Northwest
2010,Food Manufacturing,EDR 5 - North Central,empYear,1400,Northwest
2010,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,50,Northwest
2010,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,198,Northwest
2009,"Total, All Industries",EDR 5 - North Central,empYear,59676,Northwest
2009,Crop Production,EDR 5 - North Central,empYear,160,Northwest
2009,Animal Production and Aquaculture,EDR 5 - North Central,empYear,361,Northwest
2009,Support Activities for Animal Production,EDR 5 - North Central,empYear,29,Northwest
2009,Food Manufacturing,EDR 5 - North Central,empYear,1292,Northwest
2009,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,45,Northwest
2009,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,196,Northwest
2008,"Total, All Industries",EDR 5 - North Central,empYear,61803,Northwest
2008,Crop Production,EDR 5 - North Central,empYear,134,Northwest
2008,Animal Production and Aquaculture,EDR 5 - North Central,empYear,356,Northwest
2008,Support Activities for Crop Production,EDR 5 - North Central,empYear,8,Northwest
2008,Support Activities for Animal Production,EDR 5 - North Central,empYear,6,Northwest
2008,Food Manufacturing,EDR 5 - North Central,empYear,1318,Northwest
2008,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,51,Northwest
2008,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,192,Northwest
2007,"Total, All Industries",EDR 5 - North Central,empYear,62117,Northwest
2007,Crop Production,EDR 5 - North Central,empYear,150,Northwest
2007,Animal Production and Aquaculture,EDR 5 - North Central,empYear,360,Northwest
2007,Support Activities for Crop Production,EDR 5 - North Central,empYear,9,Northwest
2007,Support Activities for Animal Production,EDR 5 - North Central,empYear,8,Northwest
2007,Food Manufacturing,EDR 5 - North Central,empYear,1329,Northwest
2007,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,50,Northwest
2007,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,169,Northwest
2006,"Total, All Industries",EDR 5 - North Central,empYear,62191,Northwest
2006,Crop Production,EDR 5 - North Central,empYear,152,Northwest
2006,Animal Production and Aquaculture,EDR 5 - North Central,empYear,322,Northwest
2006,Support Activities for Crop Production,EDR 5 - North Central,empYear,9,Northwest
2006,Support Activities for Animal Production,EDR 5 - North Central,empYear,9,Northwest
2006,Food Manufacturing,EDR 5 - North Central,empYear,1297,Northwest
2006,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,52,Northwest
2006,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,165,Northwest
2005,"Total, All Industries",EDR 5 - North Central,empYear,61686,Northwest
2005,Crop Production,EDR 5 - North Central,empYear,163,Northwest
2005,Animal Production and Aquaculture,EDR 5 - North Central,empYear,288,Northwest
2005,Support Activities for Crop Production,EDR 5 - North Central,empYear,4,Northwest
2005,Support Activities for Animal Production,EDR 5 - North Central,empYear,6,Northwest
2005,Food Manufacturing,EDR 5 - North Central,empYear,1327,Northwest
2005,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,53,Northwest
2005,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,155,Northwest
2004,"Total, All Industries",EDR 5 - North Central,empYear,61274,Northwest
2004,Crop Production,EDR 5 - North Central,empYear,189,Northwest
2004,Animal Production and Aquaculture,EDR 5 - North Central,empYear,251,Northwest
2004,Support Activities for Crop Production,EDR 5 - North Central,empYear,3,Northwest
2004,Support Activities for Animal Production,EDR 5 - North Central,empYear,3,Northwest
2004,Food Manufacturing,EDR 5 - North Central,empYear,1325,Northwest
2004,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,65,Northwest
2004,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,175,Northwest
2003,"Total, All Industries",EDR 5 - North Central,empYear,60049,Northwest
2003,Crop Production,EDR 5 - North Central,empYear,150,Northwest
2003,Animal Production and Aquaculture,EDR 5 - North Central,empYear,242,Northwest
2003,Food Manufacturing,EDR 5 - North Central,empYear,1327,Northwest
2003,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,65,Northwest
2003,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,163,Northwest
2002,"Total, All Industries",EDR 5 - North Central,empYear,59476,Northwest
2002,Crop Production,EDR 5 - North Central,empYear,138,Northwest
2002,Animal Production and Aquaculture,EDR 5 - North Central,empYear,228,Northwest
2002,Food Manufacturing,EDR 5 - North Central,empYear,1319,Northwest
2002,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,63,Northwest
2002,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,160,Northwest
2001,"Total, All Industries",EDR 5 - North Central,empYear,58570,Northwest
2001,Crop Production,EDR 5 - North Central,empYear,134,Northwest
2001,Animal Production and Aquaculture,EDR 5 - North Central,empYear,250,Northwest
2001,Support Activities for Crop Production,EDR 5 - North Central,empYear,5,Northwest
2001,Food Manufacturing,EDR 5 - North Central,empYear,1216,Northwest
2001,Farm Product Raw Material Merchant Wholesalers,EDR 5 - North Central,empYear,73,Northwest
2001,Farm Supplies Merchant Wholesalers,EDR 5 - North Central,empYear,178,Northwest
2018,"Total, All Industries",EDR 6E- Southwest Central,empYear,53974,Central
2018,Crop Production,EDR 6E- Southwest Central,empYear,431,Central
2018,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1280,Central
2018,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,117,Central
2018,Support Activities for Animal Production,EDR 6E- Southwest Central,empYear,24,Central
2018,Food Manufacturing,EDR 6E- Southwest Central,empYear,3892,Central
2018,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,191,Central
2018,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,547,Central
2017,"Total, All Industries",EDR 6E- Southwest Central,empYear,53960,Central
2017,Crop Production,EDR 6E- Southwest Central,empYear,450,Central
2017,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1292,Central
2017,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,111,Central
2017,Support Activities for Animal Production,EDR 6E- Southwest Central,empYear,21,Central
2017,Food Manufacturing,EDR 6E- Southwest Central,empYear,3895,Central
2017,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,210,Central
2017,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,110,Central
2016,"Total, All Industries",EDR 6E- Southwest Central,empYear,52640,Central
2016,Crop Production,EDR 6E- Southwest Central,empYear,438,Central
2016,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1279,Central
2016,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,131,Central
2016,Food Manufacturing,EDR 6E- Southwest Central,empYear,3384,Central
2016,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,225,Central
2016,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,114,Central
2015,"Total, All Industries",EDR 6E- Southwest Central,empYear,53263,Central
2015,Crop Production,EDR 6E- Southwest Central,empYear,443,Central
2015,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1502,Central
2015,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,55,Central
2015,Food Manufacturing,EDR 6E- Southwest Central,empYear,3378,Central
2015,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,225,Central
2015,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,116,Central
2014,"Total, All Industries",EDR 6E- Southwest Central,empYear,52331,Central
2014,Crop Production,EDR 6E- Southwest Central,empYear,438,Central
2014,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1561,Central
2014,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,50,Central
2014,Food Manufacturing,EDR 6E- Southwest Central,empYear,3388,Central
2014,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,254,Central
2013,"Total, All Industries",EDR 6E- Southwest Central,empYear,51823,Central
2013,Crop Production,EDR 6E- Southwest Central,empYear,457,Central
2013,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1593,Central
2013,Support Activities for Animal Production,EDR 6E- Southwest Central,empYear,2,Central
2013,Food Manufacturing,EDR 6E- Southwest Central,empYear,3406,Central
2013,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,255,Central
2012,"Total, All Industries",EDR 6E- Southwest Central,empYear,51103,Central
2012,Crop Production,EDR 6E- Southwest Central,empYear,479,Central
2012,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1589,Central
2012,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,9,Central
2012,Food Manufacturing,EDR 6E- Southwest Central,empYear,3202,Central
2012,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,empYear,479,Central
2012,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,241,Central
2011,"Total, All Industries",EDR 6E- Southwest Central,empYear,51082,Central
2011,Crop Production,EDR 6E- Southwest Central,empYear,444,Central
2011,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1479,Central
2011,Food Manufacturing,EDR 6E- Southwest Central,empYear,3190,Central
2011,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,empYear,386,Central
2011,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,224,Central
2011,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,88,Central
2010,"Total, All Industries",EDR 6E- Southwest Central,empYear,50511,Central
2010,Crop Production,EDR 6E- Southwest Central,empYear,442,Central
2010,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1393,Central
2010,Food Manufacturing,EDR 6E- Southwest Central,empYear,3188,Central
2010,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,empYear,336,Central
2010,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,243,Central
2010,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,80,Central
2009,"Total, All Industries",EDR 6E- Southwest Central,empYear,50970,Central
2009,Crop Production,EDR 6E- Southwest Central,empYear,415,Central
2009,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1323,Central
2009,Food Manufacturing,EDR 6E- Southwest Central,empYear,3188,Central
2009,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,empYear,272,Central
2009,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,240,Central
2009,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,470,Central
2008,"Total, All Industries",EDR 6E- Southwest Central,empYear,53875,Central
2008,Crop Production,EDR 6E- Southwest Central,empYear,409,Central
2008,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1345,Central
2008,Food Manufacturing,EDR 6E- Southwest Central,empYear,3480,Central
2008,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,262,Central
2008,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,96,Central
2007,"Total, All Industries",EDR 6E- Southwest Central,empYear,53680,Central
2007,Crop Production,EDR 6E- Southwest Central,empYear,413,Central
2007,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1304,Central
2007,Food Manufacturing,EDR 6E- Southwest Central,empYear,3284,Central
2007,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,268,Central
2007,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,94,Central
2006,"Total, All Industries",EDR 6E- Southwest Central,empYear,53602,Central
2006,Crop Production,EDR 6E- Southwest Central,empYear,389,Central
2006,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1282,Central
2006,Food Manufacturing,EDR 6E- Southwest Central,empYear,3301,Central
2006,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,271,Central
2005,"Total, All Industries",EDR 6E- Southwest Central,empYear,52734,Central
2005,Crop Production,EDR 6E- Southwest Central,empYear,227,Central
2005,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1262,Central
2005,Food Manufacturing,EDR 6E- Southwest Central,empYear,3284,Central
2005,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,243,Central
2005,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,277,Central
2004,"Total, All Industries",EDR 6E- Southwest Central,empYear,52087,Central
2004,Crop Production,EDR 6E- Southwest Central,empYear,235,Central
2004,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1253,Central
2004,Food Manufacturing,EDR 6E- Southwest Central,empYear,3372,Central
2004,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,251,Central
2004,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,511,Central
2003,"Total, All Industries",EDR 6E- Southwest Central,empYear,52046,Central
2003,Crop Production,EDR 6E- Southwest Central,empYear,233,Central
2003,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1300,Central
2003,Food Manufacturing,EDR 6E- Southwest Central,empYear,3408,Central
2003,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,262,Central
2003,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,459,Central
2002,"Total, All Industries",EDR 6E- Southwest Central,empYear,51877,Central
2002,Crop Production,EDR 6E- Southwest Central,empYear,221,Central
2002,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1319,Central
2002,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,176,Central
2002,Support Activities for Animal Production,EDR 6E- Southwest Central,empYear,7,Central
2002,Food Manufacturing,EDR 6E- Southwest Central,empYear,3261,Central
2002,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,273,Central
2002,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,436,Central
2001,"Total, All Industries",EDR 6E- Southwest Central,empYear,51973,Central
2001,Crop Production,EDR 6E- Southwest Central,empYear,133,Central
2001,Animal Production and Aquaculture,EDR 6E- Southwest Central,empYear,1280,Central
2001,Support Activities for Crop Production,EDR 6E- Southwest Central,empYear,173,Central
2001,Support Activities for Animal Production,EDR 6E- Southwest Central,empYear,17,Central
2001,Food Manufacturing,EDR 6E- Southwest Central,empYear,3220,Central
2001,Agricultural Implement Manufacturing,EDR 6E- Southwest Central,empYear,56,Central
2001,Farm Product Raw Material Merchant Wholesalers,EDR 6E- Southwest Central,empYear,293,Central
2001,Farm Supplies Merchant Wholesalers,EDR 6E- Southwest Central,empYear,396,Central
2018,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,17401,Southwest
2018,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,247,Southwest
2018,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,139,Southwest
2018,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,417,Southwest
2018,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,77,Southwest
2018,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,344,Southwest
2017,"Total, All Industries",EDR 6W- Upper Minnesota Valley,empYear,17349,Southwest
2017,Crop Production,EDR 6W- Upper Minnesota Valley,empYear,231,Southwest
2017,Animal Production and Aquaculture,EDR 6W- Upper Minnesota Valley,empYear,170,Southwest
2017,Food Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,411,Southwest
2017,Agricultural Implement Manufacturing,EDR 6W- Upper Minnesota Valley,empYear,202,Southwest
2017,Farm Product Raw Material Merchant Wholesalers,EDR 6W- Upper Minnesota Valley,empYear,363,Southwest
