periodyear,naicstitle,Name,emp.break,emp,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region
2001,Animal Production and Aquaculture,Freeborn,empYear,96,047,B,Town/rural mix,EDR 10 - Southeast,Southeast
2001,Food Manufacturing,Freeborn,empYear,1117,047,B,Town/rural mix,EDR 10 - Southeast,Southeast
2001,Farm Product Raw Material Merchant Wholesalers,Freeborn,empYear,26,047,B,Town/rural mix,EDR 10 - Southeast,Southeast
2001,Farm Supplies Merchant Wholesalers,Freeborn,empYear,78,047,B,Town/rural mix,EDR 10 - Southeast,Southeast
2018,"Total, All Industries",Goodhue,empYear,21547,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Crop Production,Goodhue,empYear,48,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Animal Production and Aquaculture,Goodhue,empYear,281,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Support Activities for Animal Production,Goodhue,empYear,27,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Food Manufacturing,Goodhue,empYear,731,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,125,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,Farm Supplies Merchant Wholesalers,Goodhue,empYear,228,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,"Total, All Industries",Goodhue,empYear,21619,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Crop Production,Goodhue,empYear,29,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Animal Production and Aquaculture,Goodhue,empYear,277,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Support Activities for Animal Production,Goodhue,empYear,30,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Food Manufacturing,Goodhue,empYear,712,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,136,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2017,Farm Supplies Merchant Wholesalers,Goodhue,empYear,204,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,"Total, All Industries",Goodhue,empYear,21469,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Crop Production,Goodhue,empYear,24,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Animal Production and Aquaculture,Goodhue,empYear,277,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Support Activities for Animal Production,Goodhue,empYear,29,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Food Manufacturing,Goodhue,empYear,682,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,135,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2016,Farm Supplies Merchant Wholesalers,Goodhue,empYear,193,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,"Total, All Industries",Goodhue,empYear,21494,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Crop Production,Goodhue,empYear,40,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Animal Production and Aquaculture,Goodhue,empYear,258,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Support Activities for Crop Production,Goodhue,empYear,10,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Support Activities for Animal Production,Goodhue,empYear,9,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Food Manufacturing,Goodhue,empYear,663,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,122,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2015,Farm Supplies Merchant Wholesalers,Goodhue,empYear,177,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,"Total, All Industries",Goodhue,empYear,21629,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Crop Production,Goodhue,empYear,40,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Animal Production and Aquaculture,Goodhue,empYear,234,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Support Activities for Crop Production,Goodhue,empYear,10,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Support Activities for Animal Production,Goodhue,empYear,8,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Food Manufacturing,Goodhue,empYear,607,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,130,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2014,Farm Supplies Merchant Wholesalers,Goodhue,empYear,64,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,"Total, All Industries",Goodhue,empYear,21694,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Crop Production,Goodhue,empYear,77,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Animal Production and Aquaculture,Goodhue,empYear,239,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Food Manufacturing,Goodhue,empYear,586,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,64,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2013,Farm Supplies Merchant Wholesalers,Goodhue,empYear,107,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,"Total, All Industries",Goodhue,empYear,21457,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Crop Production,Goodhue,empYear,67,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Animal Production and Aquaculture,Goodhue,empYear,232,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Food Manufacturing,Goodhue,empYear,495,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,43,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2012,Farm Supplies Merchant Wholesalers,Goodhue,empYear,178,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,"Total, All Industries",Goodhue,empYear,21635,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Crop Production,Goodhue,empYear,86,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Animal Production and Aquaculture,Goodhue,empYear,251,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Food Manufacturing,Goodhue,empYear,503,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,49,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2011,Farm Supplies Merchant Wholesalers,Goodhue,empYear,171,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,"Total, All Industries",Goodhue,empYear,21018,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Crop Production,Goodhue,empYear,84,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Animal Production and Aquaculture,Goodhue,empYear,223,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Food Manufacturing,Goodhue,empYear,466,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,58,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2010,Farm Supplies Merchant Wholesalers,Goodhue,empYear,175,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,"Total, All Industries",Goodhue,empYear,21018,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Crop Production,Goodhue,empYear,73,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Animal Production and Aquaculture,Goodhue,empYear,223,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Food Manufacturing,Goodhue,empYear,456,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,71,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2009,Farm Supplies Merchant Wholesalers,Goodhue,empYear,187,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,"Total, All Industries",Goodhue,empYear,21445,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Crop Production,Goodhue,empYear,36,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Animal Production and Aquaculture,Goodhue,empYear,211,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Food Manufacturing,Goodhue,empYear,493,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2008,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,103,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,"Total, All Industries",Goodhue,empYear,21386,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Crop Production,Goodhue,empYear,64,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Animal Production and Aquaculture,Goodhue,empYear,209,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Food Manufacturing,Goodhue,empYear,515,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2007,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,95,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,"Total, All Industries",Goodhue,empYear,21342,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Crop Production,Goodhue,empYear,54,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Animal Production and Aquaculture,Goodhue,empYear,211,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Food Manufacturing,Goodhue,empYear,510,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2006,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,89,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,"Total, All Industries",Goodhue,empYear,20976,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Crop Production,Goodhue,empYear,40,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Animal Production and Aquaculture,Goodhue,empYear,199,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Food Manufacturing,Goodhue,empYear,507,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2005,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,82,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,"Total, All Industries",Goodhue,empYear,21565,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Crop Production,Goodhue,empYear,39,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Animal Production and Aquaculture,Goodhue,empYear,203,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Food Manufacturing,Goodhue,empYear,519,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2004,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,61,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,"Total, All Industries",Goodhue,empYear,21262,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Crop Production,Goodhue,empYear,58,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Animal Production and Aquaculture,Goodhue,empYear,190,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Food Manufacturing,Goodhue,empYear,544,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2003,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,103,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,"Total, All Industries",Goodhue,empYear,21546,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Crop Production,Goodhue,empYear,55,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Animal Production and Aquaculture,Goodhue,empYear,200,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Food Manufacturing,Goodhue,empYear,642,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2002,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,135,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,"Total, All Industries",Goodhue,empYear,22046,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Crop Production,Goodhue,empYear,57,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Animal Production and Aquaculture,Goodhue,empYear,186,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Food Manufacturing,Goodhue,empYear,685,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2001,Farm Product Raw Material Merchant Wholesalers,Goodhue,empYear,140,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast
2018,"Total, All Industries",Grant,empYear,1911,051,A,Entirely rural,EDR 4 - West Central,Northwest
2018,Crop Production,Grant,empYear,76,051,A,Entirely rural,EDR 4 - West Central,Northwest
2018,Support Activities for Crop Production,Grant,empYear,16,051,A,Entirely rural,EDR 4 - West Central,Northwest
2018,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,69,051,A,Entirely rural,EDR 4 - West Central,Northwest
2018,Farm Supplies Merchant Wholesalers,Grant,empYear,17,051,A,Entirely rural,EDR 4 - West Central,Northwest
2017,"Total, All Industries",Grant,empYear,1902,051,A,Entirely rural,EDR 4 - West Central,Northwest
2017,Crop Production,Grant,empYear,74,051,A,Entirely rural,EDR 4 - West Central,Northwest
2017,Support Activities for Crop Production,Grant,empYear,13,051,A,Entirely rural,EDR 4 - West Central,Northwest
2017,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,79,051,A,Entirely rural,EDR 4 - West Central,Northwest
2017,Farm Supplies Merchant Wholesalers,Grant,empYear,44,051,A,Entirely rural,EDR 4 - West Central,Northwest
2016,"Total, All Industries",Grant,empYear,1870,051,A,Entirely rural,EDR 4 - West Central,Northwest
2016,Crop Production,Grant,empYear,74,051,A,Entirely rural,EDR 4 - West Central,Northwest
2016,Support Activities for Crop Production,Grant,empYear,33,051,A,Entirely rural,EDR 4 - West Central,Northwest
2016,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,84,051,A,Entirely rural,EDR 4 - West Central,Northwest
2016,Farm Supplies Merchant Wholesalers,Grant,empYear,41,051,A,Entirely rural,EDR 4 - West Central,Northwest
2015,"Total, All Industries",Grant,empYear,1921,051,A,Entirely rural,EDR 4 - West Central,Northwest
2015,Crop Production,Grant,empYear,69,051,A,Entirely rural,EDR 4 - West Central,Northwest
2015,Support Activities for Crop Production,Grant,empYear,30,051,A,Entirely rural,EDR 4 - West Central,Northwest
2015,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,91,051,A,Entirely rural,EDR 4 - West Central,Northwest
2015,Farm Supplies Merchant Wholesalers,Grant,empYear,40,051,A,Entirely rural,EDR 4 - West Central,Northwest
2014,"Total, All Industries",Grant,empYear,1928,051,A,Entirely rural,EDR 4 - West Central,Northwest
2014,Crop Production,Grant,empYear,60,051,A,Entirely rural,EDR 4 - West Central,Northwest
2014,Support Activities for Crop Production,Grant,empYear,21,051,A,Entirely rural,EDR 4 - West Central,Northwest
2014,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,100,051,A,Entirely rural,EDR 4 - West Central,Northwest
2013,"Total, All Industries",Grant,empYear,1900,051,A,Entirely rural,EDR 4 - West Central,Northwest
2013,Crop Production,Grant,empYear,60,051,A,Entirely rural,EDR 4 - West Central,Northwest
2013,Support Activities for Crop Production,Grant,empYear,21,051,A,Entirely rural,EDR 4 - West Central,Northwest
2013,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,100,051,A,Entirely rural,EDR 4 - West Central,Northwest
2012,"Total, All Industries",Grant,empYear,1845,051,A,Entirely rural,EDR 4 - West Central,Northwest
2012,Crop Production,Grant,empYear,49,051,A,Entirely rural,EDR 4 - West Central,Northwest
2012,Support Activities for Crop Production,Grant,empYear,19,051,A,Entirely rural,EDR 4 - West Central,Northwest
2012,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,90,051,A,Entirely rural,EDR 4 - West Central,Northwest
2011,"Total, All Industries",Grant,empYear,1812,051,A,Entirely rural,EDR 4 - West Central,Northwest
2011,Crop Production,Grant,empYear,46,051,A,Entirely rural,EDR 4 - West Central,Northwest
2011,Support Activities for Crop Production,Grant,empYear,18,051,A,Entirely rural,EDR 4 - West Central,Northwest
2011,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,85,051,A,Entirely rural,EDR 4 - West Central,Northwest
2010,"Total, All Industries",Grant,empYear,1817,051,A,Entirely rural,EDR 4 - West Central,Northwest
2010,Crop Production,Grant,empYear,46,051,A,Entirely rural,EDR 4 - West Central,Northwest
2010,Support Activities for Crop Production,Grant,empYear,17,051,A,Entirely rural,EDR 4 - West Central,Northwest
2010,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,85,051,A,Entirely rural,EDR 4 - West Central,Northwest
2010,Farm Supplies Merchant Wholesalers,Grant,empYear,30,051,A,Entirely rural,EDR 4 - West Central,Northwest
2009,"Total, All Industries",Grant,empYear,1856,051,A,Entirely rural,EDR 4 - West Central,Northwest
2009,Crop Production,Grant,empYear,45,051,A,Entirely rural,EDR 4 - West Central,Northwest
2009,Support Activities for Crop Production,Grant,empYear,4,051,A,Entirely rural,EDR 4 - West Central,Northwest
2009,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,75,051,A,Entirely rural,EDR 4 - West Central,Northwest
2008,"Total, All Industries",Grant,empYear,1870,051,A,Entirely rural,EDR 4 - West Central,Northwest
2008,Crop Production,Grant,empYear,40,051,A,Entirely rural,EDR 4 - West Central,Northwest
2008,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,71,051,A,Entirely rural,EDR 4 - West Central,Northwest
2007,"Total, All Industries",Grant,empYear,1841,051,A,Entirely rural,EDR 4 - West Central,Northwest
2007,Crop Production,Grant,empYear,30,051,A,Entirely rural,EDR 4 - West Central,Northwest
2007,Food Manufacturing,Grant,empYear,7,051,A,Entirely rural,EDR 4 - West Central,Northwest
2007,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,59,051,A,Entirely rural,EDR 4 - West Central,Northwest
2006,"Total, All Industries",Grant,empYear,1880,051,A,Entirely rural,EDR 4 - West Central,Northwest
2006,Crop Production,Grant,empYear,30,051,A,Entirely rural,EDR 4 - West Central,Northwest
2006,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,57,051,A,Entirely rural,EDR 4 - West Central,Northwest
2005,"Total, All Industries",Grant,empYear,1839,051,A,Entirely rural,EDR 4 - West Central,Northwest
2005,Crop Production,Grant,empYear,28,051,A,Entirely rural,EDR 4 - West Central,Northwest
2005,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,58,051,A,Entirely rural,EDR 4 - West Central,Northwest
2004,"Total, All Industries",Grant,empYear,1901,051,A,Entirely rural,EDR 4 - West Central,Northwest
2004,Crop Production,Grant,empYear,33,051,A,Entirely rural,EDR 4 - West Central,Northwest
2004,Food Manufacturing,Grant,empYear,4,051,A,Entirely rural,EDR 4 - West Central,Northwest
2004,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,23,051,A,Entirely rural,EDR 4 - West Central,Northwest
2003,"Total, All Industries",Grant,empYear,1961,051,A,Entirely rural,EDR 4 - West Central,Northwest
2003,Crop Production,Grant,empYear,33,051,A,Entirely rural,EDR 4 - West Central,Northwest
2003,Food Manufacturing,Grant,empYear,1,051,A,Entirely rural,EDR 4 - West Central,Northwest
2003,Farm Supplies Merchant Wholesalers,Grant,empYear,46,051,A,Entirely rural,EDR 4 - West Central,Northwest
2002,"Total, All Industries",Grant,empYear,1993,051,A,Entirely rural,EDR 4 - West Central,Northwest
2002,Crop Production,Grant,empYear,36,051,A,Entirely rural,EDR 4 - West Central,Northwest
2002,Food Manufacturing,Grant,empYear,22,051,A,Entirely rural,EDR 4 - West Central,Northwest
2002,Farm Supplies Merchant Wholesalers,Grant,empYear,48,051,A,Entirely rural,EDR 4 - West Central,Northwest
2001,"Total, All Industries",Grant,empYear,1990,051,A,Entirely rural,EDR 4 - West Central,Northwest
2001,Crop Production,Grant,empYear,34,051,A,Entirely rural,EDR 4 - West Central,Northwest
2001,Food Manufacturing,Grant,empYear,22,051,A,Entirely rural,EDR 4 - West Central,Northwest
2001,Farm Product Raw Material Merchant Wholesalers,Grant,empYear,32,051,A,Entirely rural,EDR 4 - West Central,Northwest
2001,Farm Supplies Merchant Wholesalers,Grant,empYear,50,051,A,Entirely rural,EDR 4 - West Central,Northwest
2018,"Total, All Industries",Hennepin,empYear,930793,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Crop Production,Hennepin,empYear,562,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Animal Production and Aquaculture,Hennepin,empYear,40,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Support Activities for Crop Production,Hennepin,empYear,29,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Support Activities for Animal Production,Hennepin,empYear,51,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Food Manufacturing,Hennepin,empYear,4289,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Agricultural Implement Manufacturing,Hennepin,empYear,69,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Farm Product Raw Material Merchant Wholesalers,Hennepin,empYear,1518,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2018,Farm Supplies Merchant Wholesalers,Hennepin,empYear,346,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,"Total, All Industries",Hennepin,empYear,919399,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Crop Production,Hennepin,empYear,540,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Animal Production and Aquaculture,Hennepin,empYear,37,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Support Activities for Crop Production,Hennepin,empYear,31,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Support Activities for Animal Production,Hennepin,empYear,56,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Food Manufacturing,Hennepin,empYear,4289,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Farm Product Raw Material Merchant Wholesalers,Hennepin,empYear,1696,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2017,Farm Supplies Merchant Wholesalers,Hennepin,empYear,217,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,"Total, All Industries",Hennepin,empYear,901967,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Crop Production,Hennepin,empYear,533,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Animal Production and Aquaculture,Hennepin,empYear,38,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Support Activities for Crop Production,Hennepin,empYear,31,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Support Activities for Animal Production,Hennepin,empYear,48,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Food Manufacturing,Hennepin,empYear,4480,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Farm Product Raw Material Merchant Wholesalers,Hennepin,empYear,1787,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2016,Farm Supplies Merchant Wholesalers,Hennepin,empYear,213,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,"Total, All Industries",Hennepin,empYear,883511,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Crop Production,Hennepin,empYear,526,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Animal Production and Aquaculture,Hennepin,empYear,35,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Support Activities for Crop Production,Hennepin,empYear,30,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Support Activities for Animal Production,Hennepin,empYear,46,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Food Manufacturing,Hennepin,empYear,4341,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Farm Product Raw Material Merchant Wholesalers,Hennepin,empYear,1931,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2015,Farm Supplies Merchant Wholesalers,Hennepin,empYear,276,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,"Total, All Industries",Hennepin,empYear,866057,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Crop Production,Hennepin,empYear,523,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Animal Production and Aquaculture,Hennepin,empYear,33,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Support Activities for Crop Production,Hennepin,empYear,39,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Support Activities for Animal Production,Hennepin,empYear,49,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Food Manufacturing,Hennepin,empYear,4184,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Farm Product Raw Material Merchant Wholesalers,Hennepin,empYear,2160,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2014,Farm Supplies Merchant Wholesalers,Hennepin,empYear,324,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,"Total, All Industries",Hennepin,empYear,854585,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Crop Production,Hennepin,empYear,505,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Animal Production and Aquaculture,Hennepin,empYear,12,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Support Activities for Crop Production,Hennepin,empYear,48,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Support Activities for Animal Production,Hennepin,empYear,53,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Food Manufacturing,Hennepin,empYear,4125,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
2013,Farm Product Raw Material Merchant Wholesalers,Hennepin,empYear,2504,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul
